1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	1	2	3	4	5	6	7	8	9	10	11	12	13	
1	31	39	30	28	14	13	33	12	29	32	38	34	40	37	35	11	36	10	9	8	7	6	5	4	3	2	2	3	4	5	6	7	8	9	10	36	11	35	37	40	34	38	32	29	12	33	13	14	28	30	39	31	
31	2	31	39	30	28	14	13	33	12	29	32	38	34	40	37	35	11	36	10	9	8	7	6	5	4	3	2	2	3	4	5	6	7	8	9	10	36	11	35	37	40	34	38	32	29	12	33	13	14	28	30	39	
39	31	3	31	39	30	28	14	13	33	12	29	32	38	34	40	37	35	11	36	10	9	8	7	6	5	4	3	2	2	3	4	5	6	7	8	9	10	36	11	35	37	40	34	38	32	29	12	33	13	14	28	30	
30	39	31	4	31	39	30	28	14	13	33	1	29	32	38	34	40	37	35	11	36	10	9	8	7	6	5	4	3	2	2	3	4	5	6	7	8	9	10	36	11	35	37	40	34	38	32	29	12	33	13	14	28	
28	30	39	31	5	31	39	30	28	14	13	33	12	29	32	38	34	40	37	35	11	36	10	9	8	7	6	5	4	3	2	2	3	4	5	6	7	8	9	10	36	11	35	37	40	34	38	32	29	12	33	13	14	
14	28	30	39	31	6	31	39	30	28	14	13	33	12	29	32	38	34	40	37	35	11	36	10	9	8	7	6	5	4	3	2	2	3	4	5	6	7	8	9	10	36	11	35	37	40	34	38	32	29	12	33	1	
13	14	28	30	39	31	7	31	39	30	28	14	1	33	12	29	32	38	34	40	37	35	11	36	10	9	8	7	6	5	4	3	2	2	3	4	5	6	7	8	9	10	36	11	35	37	40	34	38	32	29	1	33	
33	13	14	28	30	39	31	8	31	39	30	28	14	13	33	12	29	32	38	34	40	37	35	11	36	10	9	8	7	6	5	4	3	2	2	3	4	5	6	7	8	9	10	36	11	35	37	40	34	38	32	29	12	
12	33	13	14	28	30	39	31	9	31	39	30	28	1	13	33	12	29	32	38	34	40	37	35	11	36	10	9	8	7	6	5	4	3	2	2	3	4	5	6	7	8	9	10	36	11	35	37	40	34	38	32	29	
29	12	33	13	14	28	30	39	31	10	31	39	30	28	14	13	33	12	29	32	38	34	40	37	35	11	36	10	9	8	7	6	5	4	3	2	2	3	4	5	6	7	8	9	10	36	11	35	37	40	34	38	32	
32	29	12	33	13	14	28	30	39	31	11	31	39	30	28	14	13	33	12	29	32	38	34	40	37	35	11	36	10	9	8	7	6	5	4	3	2	2	3	4	5	6	7	8	9	10	36	11	35	37	40	34	38	
