26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	24	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	
17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	25	20	40	39	19	38	37	36	35	1	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	
16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	26	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	
15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	27	20	40	39	19	38	37	36	1	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	
15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	28	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	
16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	29	20	40	39	19	38	37	1	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	
17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	30	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	
26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	1	34	35	36	37	38	19	39	40	20	31	20	40	39	19	38	1	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	
24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	32	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	
28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	33	20	40	39	19	1	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	
18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	34	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	
25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	35	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	
29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	1	31	32	33	21	34	35	36	37	38	19	39	40	20	36	20	40	1	19	38	37	36	35	34	21	33	32	31	22	23	30	27	
27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	37	20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	
30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	1	25	29	27	30	1	22	31	32	33	21	34	35	36	37	38	19	39	40	20	38	20	1	39	19	38	37	36	35	34	21	33	32	31	22	23	
23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	39	20	40	39	19	38	37	36	35	34	21	33	32	31	22	
22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	40	20	40	39	19	38	37	36	35	34	21	33	32	31	
31	22	23	30	27	29	25	18	28	24	26	17	16	15	1	1	1	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	1	20	40	39	19	38	37	36	35	34	21	33	32	
32	31	22	23	30	27	29	25	18	28	24	26	17	16	1	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	1	1	20	2	20	40	39	19	38	37	36	35	34	21	33	
33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	1	1	1	1	1	19	39	40	20	3	20	40	39	19	38	37	36	35	34	21	
21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	1	15	15	16	17	26	24	28	18	1	29	1	30	23	22	1	1	1	21	34	35	36	37	38	19	39	40	20	4	20	40	39	19	38	37	36	35	34	
34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	5	20	40	39	19	38	37	36	35	
35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	1	16	15	15	16	17	26	1	28	18	25	29	27	1	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	6	20	40	39	19	38	37	36	
36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	1	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	7	20	40	39	19	38	37	
37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	8	20	40	39	19	38	
38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	1	24	1	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	9	20	40	39	19	
19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	10	20	40	39	
39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	1	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	11	20	40	
40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	12	20	
20	40	39	19	38	37	36	35	34	21	33	32	31	22	23	30	27	29	25	18	28	24	26	17	16	15	15	16	17	26	24	28	18	25	29	27	30	23	22	31	32	33	21	34	35	36	37	38	19	39	40	20	13	
