1	2	5	12	13	15	22	17	--	
2	3	6	13	19	16	23	18	--	
3	4	7	14	15	19	24	16	--	
4	5	8	15	16	18	25	20	--	
5	6	9	16	17	17	30	21	--	
6	7	10	17	18	20	27	22	--	
7	8	11	19	14	21	28	23	--	
8	9	12	18	20	22	29	24	--	
9	10	19	20	21	23	--	25	3	
10	11	14	21	22	24	1	26	--	
11	12	15	22	23	25	2	30	--	
12	13	16	23	24	26	3	28	--	
13	14	17	24	30	27	4	29	--	
14	15	18	25	26	30	5	--	3	
15	16	13	26	27	29	6	1	--	
16	17	20	27	28	--	7	2	3	
17	18	21	28	29	1	8	3	--	
18	19	22	30	--	2	9	4	3	
19	20	23	29	1	3	10	5	--	
20	21	30	1	2	4	11	6	--	
21	22	25	2	3	5	12	7	--	
22	23	26	3	4	6	13	8	--	
23	24	27	4	5	7	14	9	--	
24	25	28	5	6	8	19	10	--	
25	26	29	6	7	9	16	11	--	
26	27	24	7	8	10	17	12	--	
27	28	1	8	9	11	18	13	--	
28	29	2	9	10	12	15	14	--	
29	30	3	10	11	13	20	15	--	
30	1	4	11	12	14	21	19	--	
1	3	9	23	30	28	8	4	--	
2	4	10	24	26	1	9	5	--	
3	5	11	25	27	2	10	6	--	
4	6	12	26	28	3	11	7	--	
5	7	19	27	29	4	12	8	--	
6	8	14	28	25	5	13	9	--	
7	9	15	30	1	6	14	10	--	
8	10	16	29	2	7	19	11	--	
9	11	17	1	3	8	16	12	--	
10	12	18	2	4	9	17	13	--	
11	13	13	3	5	10	18	14	--	
12	14	20	4	6	11	--	15	4	
13	15	21	5	7	12	20	19	--	
14	16	22	6	8	13	21	17	--	
15	17	23	7	9	14	22	18	--	
16	18	30	8	10	15	23	--	4	
17	19	25	9	11	16	24	20	--	
18	20	26	10	12	19	25	21	--	
19	21	27	11	13	18	30	22	--	
20	22	28	12	19	--	27	23	4	
21	23	29	13	15	20	28	24	--	
22	24	24	14	16	21	29	25	--	
23	25	1	15	17	22	26	26	--	
24	26	2	16	18	23	1	30	--	
25	27	3	17	--	24	2	28	4	
26	28	4	19	20	25	3	29	--	
27	29	5	18	21	26	4	27	--	
28	30	6	20	22	27	5	1	--	
29	1	7	21	23	30	6	2	--	
30	2	8	22	24	29	7	3	--	
1	4	12	--	6	14	16	13	1	
2	5	19	1	7	15	17	14	--	
3	6	14	2	8	16	18	15	--	
4	7	15	3	9	19	15	19	--	
5	8	16	4	10	18	20	17	--	
6	9	17	5	11	17	21	18	--	
7	10	18	6	12	20	22	16	--	
8	11	13	7	13	21	23	20	--	
9	12	20	8	19	22	24	21	--	
10	13	21	9	15	23	25	22	--	
11	14	22	10	16	24	30	23	--	
12	15	23	11	17	25	27	24	--	
13	16	30	12	18	26	28	25	--	
14	17	25	13	14	27	29	26	--	
15	18	26	14	20	30	26	30	--	
16	19	27	15	21	29	1	28	--	
17	20	28	16	22	28	2	29	--	
18	21	29	17	23	1	3	27	--	
19	22	--	19	24	2	4	1	1	
20	23	1	18	30	3	5	2	--	
21	24	2	20	26	4	6	3	--	
22	25	3	21	27	5	7	4	--	
23	26	4	22	28	6	8	5	--	
24	27	5	23	29	7	9	6	--	
25	28	6	24	25	8	10	7	--	
26	29	7	25	1	9	11	8	--	
27	--	8	26	2	10	12	9	1	
28	1	9	27	3	11	13	10	--	
29	2	10	28	4	12	14	11	--	
30	3	11	30	5	13	19	12	--	
1	5	14	6	17	21	3	19	--	
2	6	15	7	18	22	4	17	--	
3	7	16	8	14	23	5	18	--	
4	8	17	9	20	24	6	16	--	
5	9	18	10	21	25	7	20	--	
6	10	--	11	22	26	8	21	2	
7	11	20	12	23	27	9	22	--	
8	12	21	13	24	30	10	23	--	
9	13	22	14	30	29	11	24	--	
10	14	23	15	26	28	12	25	--	
11	15	30	16	27	1	13	26	--	
12	16	25	17	28	2	14	30	--	
13	17	26	19	29	3	19	28	--	
14	18	27	--	25	4	16	29	2	
15	--	28	20	1	5	17	27	2	
16	20	29	21	2	6	18	1	--	
17	21	24	22	3	7	15	2	--	
18	22	1	23	4	8	20	3	--	
19	23	2	24	5	9	21	4	--	
20	24	3	25	6	10	22	5	--	
21	25	4	26	7	11	23	6	--	
22	26	5	27	8	12	24	7	--	
23	27	6	28	9	13	25	8	--	
24	28	7	30	10	14	30	9	--	
25	29	8	29	11	15	27	10	--	
26	30	9	1	12	16	28	11	--	
27	1	10	2	13	19	29	12	--	
28	2	11	3	19	18	26	13	--	
29	3	12	4	15	17	1	14	--	
30	4	19	5	16	20	2	15	--	
--	30	24	29	25	28	26	27	1	
--	19	13	18	14	17	15	16	2	
