1	2	4	7	13	7	9	9	--	
2	3	5	9	14	10	6	7	--	
3	4	6	8	15	11	7	8	--	
4	5	7	10	--	12	8	6	3	
5	6	8	11	1	13	5	10	--	
6	7	3	12	2	16	10	11	--	
7	8	16	13	3	15	11	12	--	
8	9	11	14	9	--	16	16	3	
9	10	12	16	5	1	13	14	--	
10	11	13	15	6	2	14	15	--	
11	12	14	1	7	3	15	--	3	
12	13	15	2	8	4	--	1	3	
13	14	10	3	4	5	1	2	--	
14	15	1	4	10	6	2	3	--	
15	16	2	5	16	9	3	4	--	
16	1	9	6	12	8	4	5	--	
1	3	7	11	2	15	13	13	--	
2	4	8	12	3	14	14	1	--	
3	5	3	13	9	1	15	2	--	
4	6	16	14	5	2	12	3	--	
5	7	11	16	6	3	1	4	--	
6	8	12	15	7	4	2	5	--	
7	9	13	1	8	5	3	9	--	
8	10	14	2	--	6	4	7	4	
9	11	15	3	10	9	9	8	--	
10	12	10	4	16	8	6	--	4	
11	13	1	5	12	--	7	10	4	
12	14	2	6	13	10	8	11	--	
13	15	9	7	14	11	--	12	4	
14	16	4	9	15	12	10	16	--	
15	1	5	8	11	13	11	14	--	
16	2	6	10	1	16	16	15	--	
1	4	3	14	6	5	2	12	--	
2	5	16	16	7	6	3	16	--	
3	6	11	--	8	9	4	14	1	
4	7	12	1	4	8	9	15	--	
5	8	13	2	10	7	6	13	--	
6	9	14	3	16	10	7	1	--	
7	10	15	4	12	11	8	2	--	
8	11	--	5	13	12	5	3	1	
9	12	1	6	14	13	10	4	--	
10	13	2	7	15	16	11	5	--	
11	14	9	9	11	15	16	9	--	
12	15	4	8	1	14	13	7	--	
13	--	5	10	2	1	14	8	1	
14	1	6	11	3	2	15	6	--	
15	2	7	12	9	3	12	10	--	
16	3	8	13	5	4	1	11	--	
1	5	8	6	16	2	16	7	--	
2	6	--	7	12	3	13	8	2	
3	7	16	9	13	4	14	6	--	
4	8	11	--	14	5	15	10	2	
5	--	12	10	15	6	12	11	2	
6	10	13	11	11	9	1	12	--	
7	11	14	12	1	8	2	16	--	
8	12	15	13	2	7	3	14	--	
9	13	10	14	3	10	4	15	--	
10	14	1	16	9	11	9	13	--	
11	15	2	15	5	12	6	1	--	
12	16	9	1	6	13	7	2	--	
13	1	4	2	7	16	8	3	--	
14	2	5	3	8	15	5	4	--	
15	3	6	4	4	14	10	5	--	
16	4	7	5	10	1	11	9	--	
--	16	10	15	11	14	12	13	1	
--	9	3	8	4	7	5	6	2	
