1	2	5	12	8	14	11	18	--	
2	3	6	13	9	15	12	22	--	
3	4	7	14	10	16	13	20	--	
4	5	8	15	11	17	14	21	--	
5	6	9	16	12	18	15	19	--	
6	7	10	17	13	19	16	1	--	
7	8	11	18	14	22	17	2	--	
8	9	12	19	15	21	22	3	--	
9	10	13	20	16	20	19	4	--	
10	11	14	22	22	1	20	5	--	
11	12	15	21	18	2	21	6	--	
12	13	22	1	19	3	18	7	--	
13	14	17	2	20	4	1	8	--	
14	15	18	3	21	5	2	9	--	
15	16	19	4	17	6	3	10	--	
16	17	20	5	1	7	4	11	--	
17	18	21	6	2	8	5	12	--	
18	19	16	7	3	9	6	13	--	
19	20	1	8	4	10	7	14	--	
20	21	2	9	5	11	8	15	--	
21	22	3	10	6	12	9	16	--	
22	1	4	11	7	13	10	17	--	
1	3	9	17	15	--	20	6	1	
2	4	10	18	16	1	21	7	--	
3	5	11	19	22	2	--	8	1	
4	6	12	20	18	3	1	9	--	
5	7	13	22	19	4	2	10	--	
6	8	14	21	20	5	3	11	--	
7	9	15	1	21	6	4	12	--	
8	10	22	2	--	7	5	13	1	
9	11	17	3	1	8	6	14	--	
10	12	18	4	2	9	7	15	--	
11	13	19	5	3	10	8	16	--	
12	14	20	6	4	11	9	17	--	
13	15	21	7	5	12	10	18	--	
14	16	16	8	6	13	11	22	--	
15	17	1	9	7	14	12	20	--	
16	18	2	10	8	15	13	21	--	
17	19	3	11	9	16	14	--	1	
18	20	4	12	10	17	15	1	--	
19	21	5	13	11	18	16	2	--	
20	22	6	14	12	19	17	3	--	
21	1	7	15	13	22	22	4	--	
22	2	8	16	14	21	19	5	--	
1	4	12	15	20	8	7	16	--	
2	5	13	16	21	9	8	17	--	
3	6	14	17	17	10	9	18	--	
4	7	15	18	1	11	10	22	--	
5	8	22	19	2	12	11	20	--	
6	9	17	20	3	13	12	21	--	
7	10	18	22	4	14	13	19	--	
8	11	19	--	5	15	14	1	2	
9	12	20	1	6	16	15	2	--	
10	13	21	2	7	17	16	3	--	
11	14	--	3	8	18	17	4	2	
12	15	1	4	9	19	22	5	--	
13	16	2	5	10	22	19	6	--	
14	17	3	6	11	21	20	7	--	
15	18	4	7	12	20	21	8	--	
16	19	5	8	13	1	18	9	--	
17	20	6	9	14	2	1	10	--	
18	21	7	10	15	3	2	11	--	
19	--	8	11	16	4	3	12	2	
20	1	9	12	22	5	4	13	--	
21	2	10	13	18	6	5	14	--	
22	3	11	14	19	7	6	15	--	
1	5	14	7	4	6	19	2	--	
2	6	15	8	5	7	20	3	--	
3	7	22	9	6	8	21	4	--	
4	8	17	10	7	9	18	5	--	
5	9	18	11	8	10	1	6	--	
6	10	19	12	9	11	2	7	--	
7	11	20	13	10	12	3	8	--	
8	12	21	14	11	13	4	9	--	
9	13	16	15	12	14	5	10	--	
10	14	1	16	13	15	6	11	--	
11	15	2	17	14	16	7	12	--	
12	16	3	18	15	17	8	13	--	
13	17	4	19	16	18	9	14	--	
14	18	5	20	22	19	10	15	--	
15	19	6	22	18	22	11	16	--	
16	20	7	21	19	21	12	17	--	
17	21	8	1	20	20	13	18	--	
18	22	9	2	21	1	14	22	--	
19	1	10	3	17	2	15	20	--	
20	2	11	4	1	3	16	21	--	
21	3	12	5	2	4	17	19	--	
22	4	13	6	3	5	22	1	--	
--	22	16	21	17	20	18	19	2	
