1	2	4	13	5	6	9	16	--	
2	3	5	14	6	7	10	20	--	
3	4	6	15	7	8	11	18	--	
4	5	7	16	8	9	12	19	--	
5	6	8	17	9	10	13	17	--	
6	7	9	18	10	11	14	1	--	
7	8	10	20	11	12	15	2	--	
8	9	11	19	12	13	20	3	--	
9	10	12	1	13	14	17	4	--	
10	11	13	2	14	15	18	5	--	
11	12	20	3	20	16	19	6	--	
12	13	15	4	16	17	16	7	--	
13	14	16	5	17	20	1	8	--	
14	15	17	6	18	19	2	9	--	
15	16	18	7	19	18	3	10	--	
16	17	19	8	15	1	4	11	--	
17	18	14	9	1	2	5	12	--	
18	19	1	10	2	3	6	13	--	
19	20	2	11	3	4	7	14	--	
20	1	3	12	4	5	8	15	--	
1	3	7	17	10	12	20	4	--	
2	4	8	18	11	13	17	5	--	
3	5	9	20	12	14	18	6	--	
4	6	10	19	13	15	19	7	--	
5	7	11	1	14	16	--	8	1	
6	8	12	2	20	17	1	9	--	
7	9	13	3	16	20	2	10	--	
8	10	20	4	17	19	3	11	--	
9	11	15	5	18	--	4	12	1	
10	12	16	6	19	1	5	13	--	
11	13	17	7	--	2	6	14	1	
12	14	18	8	1	3	7	15	--	
13	15	19	9	2	4	8	16	--	
14	16	14	10	3	5	9	20	--	
15	17	1	11	4	6	10	18	--	
16	18	2	12	5	7	11	19	--	
17	19	3	13	6	8	12	--	1	
18	20	4	14	7	9	13	1	--	
19	1	5	15	8	10	14	2	--	
20	2	6	16	9	11	15	3	--	
1	4	9	--	8	16	3	12	2	
2	5	10	1	9	17	4	13	--	
3	6	11	2	10	20	5	14	--	
4	7	12	3	11	19	6	15	--	
5	8	13	4	12	18	7	16	--	
6	9	20	5	13	1	8	20	--	
7	10	15	6	14	2	9	18	--	
8	11	16	7	20	3	10	19	--	
9	12	17	8	16	4	11	17	--	
10	13	18	9	17	5	12	1	--	
11	14	19	10	18	6	13	2	--	
12	15	--	11	19	7	14	3	2	
13	16	1	12	15	8	15	4	--	
14	17	2	13	1	9	20	5	--	
15	18	3	14	2	10	17	6	--	
16	19	4	15	3	11	18	7	--	
17	--	5	16	4	12	19	8	2	
18	1	6	17	5	13	16	9	--	
19	2	7	18	6	14	1	10	--	
20	3	8	20	7	15	2	11	--	
1	5	20	9	15	3	17	10	--	
2	6	15	10	1	4	18	11	--	
3	7	16	11	2	5	19	12	--	
4	8	17	12	3	6	16	13	--	
5	9	18	13	4	7	1	14	--	
6	10	19	14	5	8	2	15	--	
7	11	14	15	6	9	3	16	--	
8	12	1	16	7	10	4	20	--	
9	13	2	17	8	11	5	18	--	
10	14	3	18	9	12	6	19	--	
11	15	4	20	10	13	7	17	--	
12	16	5	19	11	14	8	1	--	
13	17	6	1	12	15	9	2	--	
14	18	7	2	13	16	10	3	--	
15	19	8	3	14	17	11	4	--	
16	20	9	4	20	20	12	5	--	
17	1	10	5	16	19	13	6	--	
18	2	11	6	17	18	14	7	--	
19	3	12	7	18	1	15	8	--	
20	4	13	8	19	2	20	9	--	
--	20	14	19	15	18	16	17	2	
