1	2	9	11	6	8	10	18	--	
2	3	10	12	7	9	11	16	--	
3	4	11	13	8	10	12	17	--	
4	5	18	14	9	11	13	15	--	
5	6	13	15	10	12	18	1	--	
6	7	14	16	11	13	15	2	--	
7	8	15	18	12	14	16	3	--	
8	9	16	17	18	15	17	4	--	
9	10	17	1	14	18	14	5	--	
10	11	12	2	15	17	1	6	--	
11	12	1	3	16	16	2	7	--	
12	13	2	4	17	1	3	8	--	
13	14	3	5	13	2	4	9	--	
14	15	4	6	1	3	5	10	--	
15	16	5	7	2	4	6	11	--	
16	17	6	8	3	5	7	12	--	
17	18	7	9	4	6	8	13	--	
18	1	8	10	5	7	9	14	--	
1	3	18	15	11	14	17	6	--	
2	4	13	16	12	15	--	7	1	
3	5	14	18	18	18	1	8	--	
4	6	15	17	14	17	2	9	--	
5	7	16	1	15	--	3	10	1	
6	8	17	2	16	1	4	11	--	
7	9	12	3	17	2	5	12	--	
8	10	1	4	--	3	6	13	1	
9	11	2	5	1	4	7	14	--	
10	12	3	6	2	5	8	18	--	
11	13	4	7	3	6	9	16	--	
12	14	5	8	4	7	10	17	--	
13	15	6	9	5	8	11	--	1	
14	16	7	10	6	9	12	1	--	
15	17	8	11	7	10	13	2	--	
16	18	9	12	8	11	18	3	--	
17	1	10	13	9	12	15	4	--	
18	2	11	14	10	13	16	5	--	
1	4	14	--	9	2	6	10	2	
2	5	15	1	10	3	7	11	--	
3	6	16	2	11	4	8	12	--	
4	7	17	3	12	5	9	13	--	
5	8	--	4	18	6	10	14	2	
6	9	1	5	14	7	11	18	--	
7	10	2	6	15	8	12	16	--	
8	11	3	7	16	9	13	17	--	
9	12	4	8	17	10	18	15	--	
10	13	5	9	13	11	15	1	--	
11	14	6	10	1	12	16	2	--	
12	15	7	11	2	13	17	3	--	
13	16	8	12	3	14	14	4	--	
14	17	9	13	4	15	1	5	--	
15	--	10	14	5	18	2	6	2	
16	1	11	15	6	17	3	7	--	
17	2	18	16	7	16	4	8	--	
18	3	13	18	8	1	5	9	--	
1	5	2	12	13	10	9	7	--	
2	6	3	13	1	11	10	8	--	
3	7	4	14	2	12	11	9	--	
4	8	5	15	3	13	12	10	--	
5	9	6	16	4	14	13	11	--	
6	10	7	18	5	15	18	12	--	
7	11	8	17	6	18	15	13	--	
8	12	9	1	7	17	16	14	--	
9	13	10	2	8	16	17	18	--	
10	14	11	3	9	1	14	16	--	
11	15	18	4	10	2	1	17	--	
12	16	13	5	11	3	2	15	--	
13	17	14	6	12	4	3	1	--	
14	18	15	7	18	5	4	2	--	
15	1	16	8	14	6	5	3	--	
16	2	17	9	15	7	6	4	--	
17	3	12	10	16	8	7	5	--	
18	4	1	11	17	9	8	6	--	
--	18	12	17	13	16	14	15	2	
