21	4	8	11	30	15	19	28	24	27	24	1	5	26	9	13	24	17	21	22	25	30	26	20	24	28	24	1	5	27	9	13	26	17	22	28	26	30	29	4	7
23	6	9	13	23	17	22	29	26	29	21	3	8	23	11	16	25	20	24	22	28	1	23	5	9	14	23	18	22	30	26	29	22	4	8	24	12	16	25	19	24
24	5	10	14	24	18	21	30	25	30	22	4	7	24	12	15	26	19	23	21	27	2	24	6	10	13	24	17	21	29	25	30	21	3	7	23	11	15	26	20	23
24	8	11	16	21	20	24	26	28	2	29	6	10	27	13	18	24	22	25	25	30	4	3	5	5	5	3	6	6	9	5	6	2	5	5	4	5	5	6	6	5
23	7	12	15	22	19	23	25	27	1	30	5	9	28	14	17	23	21	26	26	29	3	4	6	6	6	4	5	5	10	6	5	1	6	6	3	6	6	5	5	6
25	9	14	17	21	22	26	23	29	3	27	7	12	21	15	19	27	24	28	22	2	6	28	29	4	8	26	11	15	28	19	23	29	27	2	22	6	10	26	14	18
26	10	13	18	22	21	25	24	30	4	28	8	11	22	16	20	28	23	27	21	1	5	27	30	3	7	25	12	16	27	20	24	30	28	1	21	5	9	25	13	17
24	12	16	20	25	24	28	24	2	6	24	9	14	29	17	22	29	25	30	27	4	8	5	27	28	27	7	27	27	10	27	27	10	27	28	6	27	28	2	27	27
23	11	15	19	26	23	27	23	1	5	23	10	13	30	18	21	30	26	29	28	3	7	6	28	27	28	8	28	28	9	28	28	9	28	27	5	28	27	1	28	28
27	14	17	22	22	26	30	21	4	8	24	11	15	24	19	24	21	28	1	29	6	10	23	8	12	15	22	20	23	25	28	2	29	5	9	27	14	18	23	22	26
28	13	18	21	21	25	29	22	3	7	23	12	16	23	20	23	22	27	2	30	5	9	24	7	11	16	21	19	24	26	27	1	30	6	10	28	13	17	24	21	25
29	16	20	24	27	27	1	24	6	10	25	14	18	24	22	26	24	30	3	24	8	12	29	15	19	23	28	28	2	24	6	9	25	14	18	24	21	25	24	29	4
30	15	19	23	28	28	2	23	5	9	26	13	17	23	21	25	23	29	4	23	7	11	30	16	20	24	27	27	1	23	5	10	26	13	17	23	22	26	23	30	3
22	18	22	26	27	29	4	21	8	12	21	16	19	22	23	28	30	1	6	26	9	13	30	24	28	2	29	6	10	22	13	17	27	21	26	28	29	4	26	8	11
21	17	21	25	28	30	3	22	7	11	22	15	20	21	24	27	29	2	5	25	10	14	29	23	27	1	30	5	9	21	14	18	28	22	25	27	30	3	25	7	12
26	19	24	27	24	1	6	27	10	14	26	18	21	27	26	30	30	4	8	30	11	16	13	8	9	11	12	14	15	16	18	19	20	22	24	18	26	28	13	29	2
25	20	23	28	23	2	5	28	9	13	25	17	22	28	25	29	29	3	7	29	12	15	14	7	10	12	11	13	16	15	17	20	19	21	23	17	25	27	14	30	1
29	22	26	30	26	4	7	26	12	16	22	20	24	25	27	1	27	5	9	30	14	17	14	11	14	15	16	18	19	14	21	24	14	26	28	20	29	2	19	4	6
30	21	25	29	25	3	8	25	11	15	21	19	23	26	28	2	28	6	10	29	13	18	13	12	13	16	15	17	20	13	22	23	13	25	27	19	30	1	20	3	5
30	23	28	2	29	6	9	22	14	18	27	22	25	28	30	3	26	7	11	27	16	20	10	24	24	23	10	23	23	2	24	24	8	23	24	8	23	24	6	24	24
29	24	27	1	30	5	10	21	13	17	28	21	26	27	29	4	25	8	12	28	15	19	9	23	23	24	9	24	24	1	23	23	7	24	23	7	24	23	5	23	23
28	26	30	4	30	8	12	29	16	20	26	24	28	30	2	5	28	10	13	26	17	22	5	19	19	19	3	20	19	7	19	20	6	20	19	8	20	20	9	20	19
27	25	29	3	29	7	11	30	15	19	25	23	27	29	1	6	27	9	14	25	18	21	6	20	20	20	4	19	20	8	20	19	5	19	20	7	19	19	10	19	20
26	27	2	6	28	10	13	30	18	22	30	26	30	26	3	7	22	11	16	28	20	24	23	11	16	19	26	23	27	24	1	6	24	9	14	29	18	22	30	26	29
25	28	1	5	27	9	14	29	17	21	29	25	29	25	4	8	21	12	15	27	19	23	24	12	15	20	25	24	28	23	2	5	23	10	13	30	17	21	29	25	30
28	29	4	7	26	11	15	28	20	24	30	28	1	22	6	10	26	14	18	24	22	26	3	12	12	11	6	11	12	3	12	12	3	12	12	10	12	11	10	11	12
27	30	3	8	25	12	16	27	19	23	29	27	2	21	5	9	25	13	17	23	21	25	4	11	11	12	5	12	11	4	11	11	4	11	11	9	11	12	9	12	11
