6	23	10	12	13	14	7	25	24	26	19	2	15	18	15	8	17	26	3	27	27	21	9	3	5	8	16	19	10	4	21	23	20	13	17	28	11	21	5	1
5	24	9	11	14	13	8	26	23	25	20	1	16	17	16	7	18	25	4	28	28	22	10	4	6	7	15	20	9	3	22	24	19	14	18	27	12	22	6	2
23	10	12	13	14	7	25	24	26	19	2	15	18	15	8	18	26	3	27	27	21	9	3	5	8	16	19	9	4	21	23	20	13	17	28	11	21	5	1	12
24	9	11	14	13	8	26	23	25	20	1	16	17	16	7	17	25	4	28	28	22	10	4	6	7	15	20	10	3	22	24	19	14	18	27	12	22	6	2	11
10	12	13	14	7	25	24	26	19	2	15	18	15	8	18	26	3	27	27	21	9	3	6	8	16	19	10	3	21	23	20	13	17	28	11	21	5	1	12	6
9	11	14	13	8	26	23	25	20	1	16	17	16	7	17	25	4	28	28	22	10	4	5	7	15	20	9	4	22	24	19	14	18	27	12	22	6	2	11	5
12	13	14	7	25	24	26	20	2	15	18	15	7	18	26	3	27	27	22	9	3	5	8	16	19	9	4	22	23	20	13	18	28	11	21	5	1	11	6	23
11	14	13	8	26	23	25	19	1	16	17	16	8	17	25	4	28	28	21	10	4	6	7	15	20	10	3	21	24	19	14	17	27	12	22	6	2	12	5	24
13	14	7	25	24	26	20	1	15	17	15	8	18	26	3	27	27	22	10	3	5	8	16	19	10	4	21	23	20	13	17	28	11	21	5	2	11	6	23	10
14	13	8	26	23	25	19	2	16	18	16	7	17	25	4	28	28	21	9	4	6	7	15	20	9	3	22	24	19	14	18	27	12	22	6	1	12	5	24	9
14	8	25	24	26	19	2	15	18	15	8	18	26	3	28	27	21	9	4	6	8	16	19	10	4	21	23	19	13	17	27	11	22	5	1	12	6	23	10	12
13	7	26	23	25	20	1	16	17	16	7	17	25	4	27	28	22	10	3	5	7	15	20	9	3	22	24	20	14	18	28	12	21	6	2	11	5	24	9	11
7	25	24	26	20	1	15	18	15	8	18	26	3	28	28	21	9	3	6	8	16	19	9	4	21	23	20	13	17	28	11	21	5	2	12	6	23	10	12	13
8	26	23	25	19	2	16	17	16	7	17	25	4	27	27	22	10	4	5	7	15	20	10	3	22	24	19	14	18	27	12	22	6	1	11	5	24	9	11	14
25	24	26	20	1	15	18	15	8	18	26	3	28	28	21	9	4	6	8	16	20	9	4	21	23	19	14	17	28	11	21	5	2	11	5	23	10	12	13	14
26	23	25	19	2	16	17	16	7	17	25	4	27	27	22	10	3	5	7	15	19	10	3	22	24	20	13	18	27	12	22	6	1	12	6	24	9	11	14	13
24	26	20	1	15	18	15	8	18	26	3	28	28	21	9	4	6	8	16	19	9	4	21	24	19	14	17	28	11	21	5	2	11	6	23	10	12	13	14	8
23	25	19	2	16	17	16	7	17	25	4	27	27	22	10	3	5	7	15	20	10	3	22	23	20	13	18	27	12	22	6	1	12	5	24	9	11	14	13	7
26	19	1	15	18	15	7	18	26	3	27	28	22	9	3	6	8	16	19	9	4	22	24	20	14	17	28	11	21	5	2	12	6	23	10	12	13	14	7	26
25	20	2	16	17	16	8	17	25	4	28	27	21	10	4	5	7	15	20	10	3	21	23	19	13	18	27	12	22	6	1	11	5	24	9	11	14	13	8	25
20	1	15	18	15	8	18	26	3	27	27	22	9	3	6	8	16	19	10	4	21	24	20	14	17	27	11	22	5	2	12	6	23	10	12	13	14	7	25	24
19	2	16	17	16	7	17	25	4	28	28	21	10	4	5	7	15	20	9	3	22	23	19	13	18	28	12	21	6	1	11	5	24	9	11	14	13	8	26	23
1	15	18	16	7	18	26	3	28	27	21	9	4	6	8	16	19	10	4	22	24	19	13	17	28	11	21	5	2	11	6	23	10	12	13	14	8	26	24	26
2	16	17	15	8	17	25	4	27	28	22	10	3	5	7	15	20	9	3	21	23	20	14	18	27	12	22	6	1	12	5	24	9	11	14	13	7	25	23	25
15	18	15	8	18	26	3	27	28	22	9	4	6	8	16	19	9	4	22	24	20	14	18	28	11	21	5	2	11	6	23	9	12	13	14	7	25	24	26	20
16	17	16	7	17	25	4	28	27	21	10	3	5	7	15	20	10	3	21	23	19	13	17	27	12	22	6	1	12	5	24	10	11	14	13	8	26	23	25	19
18	16	8	18	26	3	27	27	22	10	3	6	7	16	19	10	4	22	24	20	13	17	28	11	21	5	2	12	6	23	10	12	13	14	7	25	24	26	20	1
17	15	7	17	25	4	28	28	21	9	4	5	8	15	20	9	3	21	23	19	14	18	27	12	22	6	1	11	5	24	9	11	14	13	8	26	23	25	19	2
15	8	18	26	4	27	27	22	10	3	6	8	16	19	10	4	22	24	20	14	18	28	11	21	5	2	12	6	23	9	12	13	14	7	25	24	26	20	1	15
16	7	17	25	3	28	28	21	9	4	5	7	15	20	9	3	21	23	19	13	17	27	12	22	6	1	11	5	24	10	11	14	13	8	26	23	25	19	2	16
8	18	26	4	27	27	22	10	3	6	8	16	19	10	3	21	24	20	14	17	28	12	21	5	2	11	6	24	10	12	13	14	7	25	24	26	20	1	15	17
7	17	25	3	28	28	21	9	4	5	7	15	20	9	4	22	23	19	13	18	27	11	22	6	1	12	5	23	9	11	14	13	8	26	23	25	19	2	16	18
18	26	4	27	27	22	10	3	6	8	16	19	10	3	21	23	20	14	17	27	12	22	6	2	11	6	24	10	12	13	14	7	25	24	26	20	1	15	17	15
17	25	3	28	28	21	9	4	5	7	15	20	9	4	22	24	19	13	18	28	11	21	5	1	12	5	23	9	11	14	13	8	26	23	25	19	2	16	18	16
26	3	27	27	22	10	3	6	8	16	20	10	4	22	24	20	14	17	28	11	21	5	1	12	5	23	10	12	13	14	7	26	24	26	20	2	15	18	15	8
25	4	28	28	21	9	4	5	7	15	19	9	3	21	23	19	13	18	27	12	22	6	2	11	6	24	9	11	14	13	8	25	23	25	19	1	16	17	16	7
4	28	27	22	10	3	6	8	16	19	10	4	22	24	20	14	17	27	11	22	5	2	12	6	23	10	12	13	14	7	25	24	26	19	1	16	18	15	8	17
3	27	28	21	9	4	5	7	15	20	9	3	21	23	19	13	18	28	12	21	6	1	11	5	24	9	11	14	13	8	26	23	25	20	2	15	17	16	7	18
