5	13	13	18	7	11	15	16	17	12	18	1	19	8	18	20	24	14	23	27	6	14	21	10	26	25	3	27	22	18	15	17	25	15	14	
6	14	15	19	8	12	14	17	18	13	13	2	20	9	25	21	25	18	24	1	7	14	22	11	27	14	4	1	23	16	16	18	26	18	15	
7	15	18	20	9	13	15	18	19	14	15	3	21	10	15	22	26	25	25	2	8	17	23	12	1	14	5	2	24	14	17	19	27	14	16	
8	16	16	21	10	14	18	19	20	15	13	4	22	11	16	23	27	15	26	3	9	13	24	13	2	26	6	3	25	14	18	20	1	13	17	
9	17	14	22	11	15	25	20	21	16	18	5	23	12	15	24	1	17	27	4	10	15	25	14	3	18	7	4	26	16	19	21	2	13	18	
10	18	14	23	12	16	13	21	22	17	17	6	24	13	26	25	2	15	1	5	11	18	26	15	4	15	8	5	27	18	20	22	3	14	19	
11	19	16	24	13	17	13	22	23	18	14	7	25	14	18	26	3	26	2	6	12	15	27	16	5	13	9	6	1	15	21	23	4	18	20	
12	20	18	25	14	18	26	23	24	19	14	8	26	15	14	27	4	18	3	7	13	13	1	17	6	15	10	7	2	13	22	24	5	15	21	
13	21	15	26	15	19	18	24	25	20	17	9	27	16	14	1	5	14	4	8	14	17	2	18	7	18	11	8	3	15	23	25	6	26	22	
14	22	13	27	16	20	17	25	26	21	16	10	1	17	14	2	6	15	5	9	15	15	3	19	8	14	12	9	4	25	24	26	7	17	23	
15	23	17	1	17	21	14	26	27	22	25	11	2	18	13	3	7	14	6	10	16	15	4	20	9	15	13	10	5	14	25	27	8	16	24	
16	24	25	2	18	22	17	27	1	23	15	12	3	19	17	4	8	16	7	11	17	14	5	21	10	15	14	11	6	15	26	1	9	13	25	
17	25	14	3	19	23	16	1	2	24	26	13	4	20	16	5	9	13	8	12	18	16	6	22	11	14	15	12	7	15	27	2	10	15	26	
18	26	15	4	20	24	13	2	3	25	16	14	5	21	17	6	10	17	9	13	19	25	7	23	12	16	16	13	8	14	1	3	11	15	27	
19	27	15	5	21	25	15	3	4	26	14	15	6	22	13	7	11	13	10	14	20	18	8	24	13	17	17	14	9	26	2	4	12	13	1	
20	1	14	6	22	26	15	4	5	27	13	16	7	23	14	8	12	16	11	15	21	26	9	25	14	13	18	15	10	17	3	5	13	16	2	
21	2	26	7	23	27	13	5	6	1	13	17	8	24	15	9	13	14	12	16	22	16	10	26	15	17	19	16	11	13	4	6	14	17	3	
22	3	17	8	24	1	16	6	7	2	14	18	9	25	15	10	14	15	13	17	23	14	11	27	16	16	20	17	12	17	5	7	15	27	4	
23	4	13	9	25	2	16	7	8	3	17	19	10	26	17	11	15	27	14	18	24	13	12	1	17	17	21	18	13	16	6	8	16	16	5	
24	5	27	10	26	3	14	8	9	4	16	20	11	27	18	12	16	13	15	19	25	13	13	2	18	18	22	19	14	17	7	9	17	14	6	
25	6	16	11	27	4	16	9	10	5	15	21	12	1	13	13	17	18	16	20	26	27	14	3	19	18	23	20	15	18	8	10	18	17	7	
26	7	17	12	1	5	27	10	11	6	16	22	13	2	16	14	18	16	17	21	27	17	15	4	20	17	24	21	16	18	9	11	19	18	8	
27	8	18	13	2	6	17	11	12	7	17	23	14	3	13	15	19	17	18	22	1	16	16	5	21	27	25	22	17	17	10	12	20	18	9	
1	9	18	14	3	7	18	12	13	8	27	24	15	4	18	16	20	16	19	23	2	18	17	6	22	16	26	23	18	16	11	13	21	17	10	
2	10	17	15	4	8	18	13	14	9	18	25	16	5	17	17	21	18	20	24	3	16	18	7	23	13	27	24	19	27	12	14	22	14	11	
3	11	16	16	5	9	17	14	15	10	18	26	17	6	27	18	22	13	21	25	4	17	19	8	24	16	1	25	20	13	13	15	23	16	12	
5	14	19	26	20	7	20	21	9	3	21	16	13	19	22	18	6	23	2	10	23	24	24	17	15	19	25	12	26	19	8	4	27	25	11	
6	15	19	27	21	8	21	22	10	4	24	17	14	20	24	19	7	20	3	11	24	20	25	18	16	25	26	13	27	24	9	5	1	21	12	
7	16	21	1	22	9	20	23	11	5	19	18	15	21	25	20	8	24	4	12	25	20	26	19	17	20	27	14	1	22	10	6	2	24	13	
8	17	24	2	23	10	21	24	12	6	21	19	16	22	21	21	9	25	5	13	26	23	27	20	18	20	1	15	2	20	11	7	3	20	14	
9	18	22	3	24	11	24	25	13	7	19	20	17	23	22	22	10	21	6	14	27	19	1	21	19	26	2	16	3	20	12	8	4	19	15	
10	19	20	4	25	12	25	26	14	8	24	21	18	24	21	23	11	23	7	15	1	21	2	22	20	24	3	17	4	22	13	9	5	19	16	
11	20	20	5	26	13	19	27	15	9	23	22	19	25	26	24	12	21	8	16	2	24	3	23	21	21	4	18	5	24	14	10	6	20	17	
12	21	22	6	27	14	19	1	16	10	20	23	20	26	24	25	13	26	9	17	3	21	4	24	22	19	5	19	6	21	15	11	7	24	18	
13	22	24	7	1	15	26	2	17	11	20	24	21	27	20	26	14	24	10	18	4	19	5	25	23	21	6	20	7	19	16	12	8	21	19	
14	23	21	8	2	16	24	3	18	12	23	25	22	1	20	27	15	20	11	19	5	23	6	26	24	24	7	21	8	21	17	13	9	26	20	
15	24	19	9	3	17	23	4	19	13	22	26	23	2	20	1	16	21	12	20	6	21	7	27	25	20	8	22	9	25	18	14	10	23	21	
16	25	23	10	4	18	20	5	20	14	25	27	24	3	19	2	17	20	13	21	7	21	8	1	26	21	9	23	10	20	19	15	11	22	22	
17	26	25	11	5	19	23	6	21	15	21	1	25	4	23	3	18	22	14	22	8	20	9	2	27	21	10	24	11	21	20	16	12	19	23	
18	27	20	12	6	20	22	7	22	16	26	2	26	5	22	4	19	19	15	23	9	22	10	3	1	20	11	25	12	21	21	17	13	21	24	
19	1	21	13	7	21	19	8	23	17	22	3	27	6	23	5	20	23	16	24	10	25	11	4	2	22	12	26	13	20	22	18	14	21	25	
20	2	21	14	8	22	21	9	24	18	20	4	1	7	19	6	21	19	17	25	11	24	12	5	3	23	13	27	14	26	23	19	15	19	26	
21	3	20	15	9	23	21	10	25	19	19	5	2	8	20	7	22	22	18	26	12	26	13	6	4	19	14	1	15	23	24	20	16	22	27	
22	4	26	16	10	24	19	11	26	20	19	6	3	9	21	8	23	20	19	27	13	22	14	7	5	23	15	2	16	19	25	21	17	23	1	
23	5	23	17	11	25	22	12	27	21	20	7	4	10	21	9	24	21	20	1	14	20	15	8	6	22	16	3	17	23	26	22	18	27	2	
24	6	19	18	12	26	22	13	1	22	23	8	5	11	23	10	25	27	21	2	15	19	16	9	7	23	17	4	18	22	27	23	19	22	3	
25	7	27	19	13	27	20	14	2	23	22	9	6	12	24	11	26	19	22	3	16	19	17	10	8	24	18	5	19	23	1	24	20	20	4	
26	8	22	20	14	1	22	15	3	24	21	10	7	13	19	12	27	24	23	4	17	27	18	11	9	24	19	6	20	24	2	25	21	23	5	
27	9	23	21	15	2	27	16	4	25	22	11	8	14	22	13	1	22	24	5	18	23	19	12	10	23	20	7	21	24	3	26	22	24	6	
1	10	24	22	16	3	23	17	5	26	23	12	9	15	19	14	2	23	25	6	19	22	20	13	11	27	21	8	22	23	4	27	23	24	7	
2	11	24	23	17	4	24	18	6	27	27	13	10	16	24	15	3	22	26	7	20	24	21	14	12	22	22	9	23	22	5	1	24	23	8	
3	12	23	24	18	5	24	19	7	1	24	14	11	17	23	16	4	24	27	8	21	22	22	15	13	19	23	10	24	27	6	2	25	20	9	
4	13	22	25	19	6	23	20	8	2	24	15	12	18	27	17	5	19	1	9	22	23	23	16	14	22	24	11	25	19	7	3	26	22	10	
