18	24	10	2	8	10	12	12	17	23	25	21	12	7	9	13	19	8	15	20	5	14	7	3	1	4	22	22	6	26	
19	25	11	3	9	11	13	9	18	24	26	22	11	8	10	14	20	8	16	21	6	15	6	4	2	5	23	9	7	1	
20	26	11	4	10	12	14	10	19	25	1	23	12	9	11	15	21	6	17	22	7	16	10	5	3	6	24	23	8	2	
21	1	11	5	11	13	15	11	20	26	2	24	7	10	12	16	22	9	18	23	8	17	25	6	4	7	25	8	9	3	
22	2	11	6	12	14	16	12	21	1	3	25	8	11	13	17	23	10	19	24	9	18	8	7	5	8	26	10	10	4	
23	3	12	7	13	15	17	9	22	2	4	26	12	12	14	18	24	9	20	25	10	19	26	8	6	9	1	10	11	5	
24	4	12	8	14	16	18	10	23	3	5	1	11	13	15	19	25	10	21	26	11	20	7	9	7	10	2	24	12	6	
25	5	12	9	15	17	19	11	24	4	6	2	9	14	16	20	26	8	22	1	12	21	10	10	8	11	3	25	13	7	
26	6	12	10	16	18	20	12	25	5	7	3	10	15	17	21	1	7	23	2	13	22	6	11	9	12	4	26	14	8	
1	7	25	11	17	19	21	11	26	6	8	4	12	16	18	22	2	10	24	3	14	23	9	12	10	13	5	7	15	9	
2	8	26	12	18	20	22	12	1	7	9	5	11	17	19	23	3	9	25	4	15	24	10	13	11	14	6	6	16	10	
4	12	13	17	2	5	8	25	14	15	18	23	13	11	16	21	24	11	25	10	22	20	11	2	1	13	9	11	7	3	
5	13	13	18	3	6	9	26	15	16	19	24	14	12	17	22	25	12	26	11	23	21	12	3	2	14	10	12	8	4	
6	14	13	19	4	7	10	13	16	17	20	25	25	13	18	23	26	13	1	12	24	22	13	4	3	15	11	13	9	5	
7	15	13	20	5	8	11	14	17	18	21	26	26	14	19	24	1	14	2	13	25	23	14	5	4	16	12	14	10	6	
8	16	14	21	6	9	12	13	18	19	22	1	13	15	20	25	2	21	3	14	26	24	12	6	5	17	13	14	11	7	
9	17	14	22	7	10	13	14	19	20	23	2	14	16	21	26	3	22	4	15	1	25	11	7	6	18	14	13	12	8	
10	18	14	23	8	11	14	15	20	21	24	3	15	17	22	1	4	23	5	16	2	26	13	8	7	19	15	11	13	9	
11	19	14	24	9	12	15	16	21	22	25	4	16	18	23	2	5	24	6	17	3	1	14	9	8	20	16	15	14	10	
12	20	15	25	10	13	16	13	22	23	26	5	14	19	24	3	6	25	7	18	4	2	14	10	9	21	17	11	15	11	
13	21	15	26	11	14	17	14	23	24	1	6	13	20	25	4	7	26	8	19	5	3	13	11	10	22	18	12	16	12	
14	22	15	1	12	15	18	15	24	25	2	7	16	21	26	5	8	11	9	20	6	4	21	12	11	23	19	13	17	13	
15	23	15	2	13	16	19	16	25	26	3	8	15	22	1	6	9	12	10	21	7	5	22	13	12	24	20	14	18	14	
16	24	16	3	14	17	20	13	26	1	4	9	15	23	2	7	10	11	11	22	8	6	23	14	13	25	21	12	19	15	
17	25	16	4	15	18	21	14	1	2	5	10	16	24	3	8	11	15	12	23	9	7	15	15	14	26	22	21	20	16	
18	26	16	5	16	19	22	17	2	3	6	11	17	25	4	9	12	12	13	24	10	8	24	16	15	1	23	15	21	17	
19	1	16	6	17	20	23	18	3	4	7	12	18	26	5	10	13	13	14	25	11	9	12	17	16	2	24	22	22	18	
20	2	17	7	18	21	24	15	4	5	8	13	17	1	6	11	14	13	15	26	12	10	11	18	17	3	25	14	23	19	
21	3	17	8	19	22	25	16	5	6	9	14	18	2	7	12	15	11	16	1	13	11	15	19	18	4	26	23	24	20	
22	4	17	9	20	23	26	17	6	7	10	15	13	3	8	13	16	14	17	2	14	12	25	20	19	5	1	13	25	21	
23	5	17	10	21	24	1	18	7	8	11	16	14	4	9	14	17	15	18	3	15	13	13	21	20	6	2	15	26	22	
24	6	18	11	22	25	2	15	8	9	12	17	18	5	10	15	18	14	19	4	16	14	26	22	21	7	3	15	1	23	
25	7	18	12	23	26	3	16	9	10	13	18	17	6	11	16	19	15	20	5	17	15	12	23	22	8	4	24	2	24	
26	8	18	13	24	1	4	17	10	11	14	19	15	7	12	17	20	13	21	6	18	16	15	24	23	9	5	25	3	25	
1	9	18	14	25	2	5	18	11	12	15	20	16	8	13	18	21	12	22	7	19	17	11	25	24	10	6	26	4	26	
2	10	25	15	26	3	6	17	12	13	16	21	18	9	14	19	22	15	23	8	20	18	14	26	25	11	7	12	5	1	
3	11	26	16	1	4	7	18	13	14	17	22	17	10	15	20	23	14	24	9	21	19	15	1	26	12	8	11	6	2	
5	14	19	26	9	2	20	25	22	4	11	17	19	24	6	12	19	16	3	15	25	18	16	13	7	23	5	16	21	2	
6	15	19	1	10	3	21	26	23	5	12	18	20	25	7	13	20	17	4	16	26	19	17	14	8	24	6	17	22	3	
7	16	19	2	11	4	22	19	24	6	13	19	25	26	8	14	21	18	5	17	1	20	18	15	9	25	7	18	23	4	
8	17	19	3	12	5	23	20	25	7	14	20	26	1	9	15	22	19	6	18	2	21	19	16	10	26	8	19	24	5	
9	18	20	4	13	6	24	19	26	8	15	21	19	2	10	16	23	21	7	19	3	22	17	17	11	1	9	19	25	6	
10	19	20	5	14	7	25	20	1	9	16	22	20	3	11	17	24	22	8	20	4	23	16	18	12	2	10	18	26	7	
11	20	20	6	15	8	26	21	2	10	17	23	21	4	12	18	25	23	9	21	5	24	18	19	13	3	11	16	1	8	
12	21	20	7	16	9	1	22	3	11	18	24	22	5	13	19	26	24	10	22	6	25	19	20	14	4	12	20	2	9	
13	22	21	8	17	10	2	19	4	12	19	25	20	6	14	20	1	25	11	23	7	26	19	21	15	5	13	16	3	10	
14	23	21	9	18	11	3	20	5	13	20	26	19	7	15	21	2	26	12	24	8	1	18	22	16	6	14	17	4	11	
15	24	21	10	19	12	4	21	6	14	21	1	22	8	16	22	3	16	13	25	9	2	21	23	17	7	15	18	5	12	
16	25	21	11	20	13	5	22	7	15	22	2	21	9	17	23	4	17	14	26	10	3	22	24	18	8	16	19	6	13	
17	26	22	12	21	14	6	19	8	16	23	3	21	10	18	24	5	16	15	1	11	4	23	25	19	9	17	17	7	14	
18	1	22	13	22	15	7	20	9	17	24	4	22	11	19	25	6	20	16	2	12	5	20	26	20	10	18	21	8	15	
19	2	22	14	23	16	8	23	10	18	25	5	23	12	20	26	7	17	17	3	13	6	24	1	21	11	19	20	9	16	
20	3	22	15	24	17	9	24	11	19	26	6	24	13	21	1	8	18	18	4	14	7	17	2	22	12	20	22	10	17	
21	4	23	16	25	18	10	21	12	20	1	7	23	14	22	2	9	18	19	5	15	8	16	3	23	13	21	19	11	18	
22	5	23	17	26	19	11	22	13	21	2	8	24	15	23	3	10	16	20	6	16	9	20	4	24	14	22	23	12	19	
23	6	23	18	1	20	12	23	14	22	3	9	19	16	24	4	11	19	21	7	17	10	25	5	25	15	23	18	13	20	
24	7	23	19	2	21	13	24	15	23	4	10	20	17	25	5	12	20	22	8	18	11	18	6	26	16	24	20	14	21	
25	8	24	20	3	22	14	21	16	24	5	11	24	18	26	6	13	19	23	9	19	12	26	7	1	17	25	20	15	22	
26	9	24	21	4	23	15	22	17	25	6	12	23	19	1	7	14	20	24	10	20	13	17	8	2	18	26	24	16	23	
1	10	24	22	5	24	16	23	18	26	7	13	21	20	2	8	15	18	25	11	21	14	20	9	3	19	1	25	17	24	
2	11	24	23	6	25	17	24	19	1	8	14	22	21	3	9	16	17	26	12	22	15	16	10	4	20	2	26	18	25	
3	12	25	24	7	26	18	23	20	2	9	15	24	22	4	10	17	20	1	13	23	16	19	11	5	21	3	17	19	26	
4	13	26	25	8	1	19	24	21	3	10	16	23	23	5	11	18	19	2	14	24	17	20	12	6	22	4	16	20	1	
