1	--	4	7	8	3	3	
2	7	5	8	9	4	--	
3	8	--	9	10	5	1	
4	9	7	10	1	--	1	
5	10	8	1	2	7	--	
6	1	9	2	3	8	--	
7	2	10	3	4	9	--	
8	3	1	4	5	10	--	
9	4	2	5	--	1	1	
10	5	3	--	7	2	1	
1	7	6	10	2	8	--	
2	8	7	1	3	--	2	
3	--	8	2	4	10	3	
4	10	--	3	5	1	2	
5	1	10	4	6	2	--	
6	2	1	5	7	3	--	
7	3	2	6	8	4	--	
8	4	3	7	--	5	2	
9	5	4	8	10	6	--	
10	6	5	--	1	7	2	
1	8	5	3	6	10	--	
2	9	6	4	7	1	--	
3	10	7	5	8	2	--	
4	1	8	6	9	3	--	
5	2	9	7	10	4	--	
6	3	10	8	1	5	--	
7	4	1	9	2	6	--	
8	5	2	10	3	7	--	
9	6	3	1	4	8	--	
10	7	4	2	5	9	--	
1	9	10	5	3	4	--	
2	10	1	6	4	5	--	
3	1	2	7	5	6	--	
4	2	3	8	6	7	--	
5	3	4	9	7	8	--	
6	4	5	10	8	9	--	
7	5	6	1	9	10	--	
8	6	7	2	10	1	--	
9	7	8	3	1	2	--	
10	8	9	4	2	3	--	
--	6	6	6	6	6	3	
--	9	9	9	9	9	3	
