1	--	5	9	10	12	3	
2	3	6	10	11	13	--	
3	4	7	11	12	14	--	
4	5	8	12	13	15	--	
5	6	9	13	14	16	--	
6	7	10	14	15	17	--	
7	8	11	15	16	18	--	
8	9	12	16	17	19	--	
9	10	13	17	18	20	--	
10	11	14	18	19	21	--	
11	12	15	19	20	22	--	
12	13	16	20	21	23	--	
13	14	17	21	22	24	--	
14	15	18	22	23	1	--	
15	16	19	23	24	--	1	
16	17	20	24	1	3	--	
17	18	21	1	--	4	1	
18	19	22	--	3	5	1	
19	20	23	3	4	6	--	
20	21	24	4	5	7	--	
21	22	1	5	6	8	--	
22	23	--	6	7	9	1	
23	24	3	7	8	10	--	
24	1	4	8	9	11	--	
1	3	9	16	18	21	--	
2	--	10	17	19	22	3	
3	5	11	18	20	23	--	
4	6	12	19	21	24	--	
5	7	13	20	22	1	--	
6	8	14	21	23	2	--	
7	9	15	22	24	3	--	
8	10	16	23	1	--	2	
9	11	17	24	2	5	--	
10	12	18	1	3	6	--	
11	13	19	2	--	7	2	
12	14	20	3	5	8	--	
13	15	21	--	6	9	2	
14	16	22	5	7	10	--	
15	17	23	6	8	11	--	
16	18	24	7	9	12	--	
17	19	1	8	10	13	--	
18	20	2	9	11	14	--	
19	21	3	10	12	15	--	
20	22	--	11	13	16	2	
21	23	5	12	14	17	--	
22	24	6	13	15	18	--	
23	1	7	14	16	19	--	
24	2	8	15	17	20	--	
1	4	12	13	2	6	--	
2	5	13	14	3	7	--	
3	6	14	15	4	8	--	
4	7	15	16	5	9	--	
5	8	16	17	6	10	--	
6	9	17	18	7	11	--	
7	10	18	19	8	12	--	
8	11	19	20	9	13	--	
9	12	20	21	10	14	--	
10	13	21	22	11	15	--	
11	14	22	23	12	16	--	
12	15	23	24	13	17	--	
13	16	24	1	14	18	--	
14	17	1	2	15	19	--	
15	18	2	3	16	20	--	
16	19	3	4	17	21	--	
17	20	4	5	18	22	--	
18	21	5	6	19	23	--	
19	22	6	7	20	24	--	
20	23	7	8	21	1	--	
21	24	8	9	22	2	--	
22	1	9	10	23	3	--	
23	2	10	11	24	4	--	
24	3	11	12	1	5	--	
1	5	15	6	17	16	--	
2	6	16	7	18	17	--	
3	7	17	8	19	18	--	
4	8	18	9	20	19	--	
5	9	19	10	21	20	--	
6	10	20	11	22	21	--	
7	11	21	12	23	22	--	
8	12	22	13	24	23	--	
9	13	23	14	1	24	--	
10	14	24	15	2	1	--	
11	15	1	16	3	2	--	
12	16	2	17	4	3	--	
13	17	3	18	5	4	--	
14	18	4	19	6	5	--	
15	19	5	20	7	6	--	
16	20	6	21	8	7	--	
17	21	7	22	9	8	--	
18	22	8	23	10	9	--	
19	23	9	24	11	10	--	
20	24	10	1	12	11	--	
21	1	11	2	13	12	--	
22	2	12	3	14	13	--	
23	3	13	4	15	14	--	
24	4	14	5	16	15	--	
--	2	2	2	2	2	3	
--	4	4	4	4	4	3	
