1	2	3	4	--	6	3	
2	3	4	--	6	7	1	
3	4	--	6	7	8	1	
4	--	6	7	8	9	1	
5	6	7	8	9	10	--	
6	7	8	9	10	11	--	
7	8	9	10	11	12	--	
8	9	10	11	12	13	--	
9	10	11	12	13	1	--	
10	11	12	13	1	2	--	
11	12	13	1	2	3	--	
12	13	1	2	3	4	--	
13	1	2	3	4	--	1	
1	3	5	7	9	11	--	
2	4	6	8	--	12	3	
3	5	7	9	11	13	--	
4	6	8	--	12	1	2	
5	7	9	11	13	2	--	
6	8	--	12	1	3	2	
7	9	11	13	2	4	--	
8	--	12	1	3	5	2	
9	11	13	2	4	6	--	
10	12	1	3	5	7	--	
11	13	2	4	6	8	--	
12	1	3	5	7	9	--	
13	2	4	6	8	--	2	
1	4	7	10	13	3	--	
2	5	8	11	1	4	--	
3	6	9	12	2	5	--	
4	7	10	13	3	6	--	
5	8	11	1	4	7	--	
6	9	12	2	5	8	--	
7	10	13	3	6	9	--	
8	11	1	4	7	10	--	
9	12	2	5	8	11	--	
10	13	3	6	9	12	--	
11	1	4	7	10	13	--	
12	2	5	8	11	1	--	
13	3	6	9	12	2	--	
1	5	9	13	4	8	--	
2	6	10	1	5	9	--	
3	7	11	2	6	10	--	
4	8	12	3	7	11	--	
5	9	13	4	8	12	--	
6	10	1	5	9	13	--	
7	11	2	6	10	1	--	
8	12	3	7	11	2	--	
9	13	4	8	12	3	--	
10	1	5	9	13	4	--	
11	2	6	10	1	5	--	
12	3	7	11	2	6	--	
13	4	8	12	3	7	--	
--	5	5	5	5	5	3	
--	10	10	10	10	10	3	
