1	--	10	7	12	9	3	
2	5	11	8	1	10	--	
3	6	12	9	2	11	--	
4	7	1	10	3	12	--	
5	8	2	11	--	1	1	
6	9	3	12	5	2	--	
7	10	--	1	6	3	1	
8	11	5	2	7	--	1	
9	12	6	3	8	5	--	
10	1	7	--	9	6	1	
11	2	8	5	10	7	--	
12	3	9	6	11	8	--	
1	5	12	10	4	2	--	
2	--	1	11	5	3	3	
3	7	2	12	--	4	2	
4	8	3	1	7	5	--	
5	9	4	2	8	--	2	
6	10	5	3	9	7	--	
7	11	--	4	10	8	2	
8	12	7	5	11	9	--	
9	1	8	--	12	10	2	
10	2	9	7	1	11	--	
11	3	10	8	2	12	--	
12	4	11	9	3	1	--	
1	6	11	12	8	7	--	
2	7	12	1	9	8	--	
3	8	1	2	10	9	--	
4	9	2	3	11	10	--	
5	10	3	4	12	11	--	
6	11	4	5	1	12	--	
7	12	5	6	2	1	--	
8	1	6	7	3	2	--	
9	2	7	8	4	3	--	
10	3	8	9	5	4	--	
11	4	9	10	6	5	--	
12	5	10	11	7	6	--	
1	3	4	11	9	10	--	
2	4	5	12	10	11	--	
3	5	6	1	11	12	--	
4	6	7	2	12	1	--	
5	7	8	3	1	2	--	
6	8	9	4	2	3	--	
7	9	10	5	3	4	--	
8	10	11	6	4	5	--	
9	11	12	7	5	6	--	
10	12	1	8	6	7	--	
11	1	2	9	7	8	--	
12	2	3	10	8	9	--	
--	4	4	4	4	4	3	
--	6	6	6	6	6	3	
