1	--	5	7	12	13	3	
2	3	6	8	13	14	--	
3	4	7	9	14	15	--	
4	5	8	10	15	16	--	
5	6	9	11	16	17	--	
6	7	10	12	17	18	--	
7	8	11	13	18	19	--	
8	9	12	14	19	20	--	
9	10	13	15	20	21	--	
10	11	14	16	21	22	--	
11	12	15	17	22	23	--	
12	13	16	18	23	24	--	
13	14	17	19	24	25	--	
14	15	18	20	25	26	--	
15	16	19	21	26	27	--	
16	17	20	22	27	1	--	
17	18	21	23	1	--	1	
18	19	22	24	--	3	1	
19	20	23	25	3	4	--	
20	21	24	26	4	5	--	
21	22	25	27	5	6	--	
22	23	26	1	6	7	--	
23	24	27	--	7	8	1	
24	25	1	3	8	9	--	
25	26	--	4	9	10	1	
26	27	3	5	10	11	--	
27	1	4	6	11	12	--	
1	3	9	13	23	25	--	
2	--	10	14	24	26	3	
3	5	11	15	25	27	--	
4	6	12	16	26	1	--	
5	7	13	17	27	2	--	
6	8	14	18	1	3	--	
7	9	15	19	2	--	2	
8	10	16	20	3	5	--	
9	11	17	21	--	6	2	
10	12	18	22	5	7	--	
11	13	19	23	6	8	--	
12	14	20	24	7	9	--	
13	15	21	25	8	10	--	
14	16	22	26	9	11	--	
15	17	23	27	10	12	--	
16	18	24	1	11	13	--	
17	19	25	2	12	14	--	
18	20	26	3	13	15	--	
19	21	27	--	14	16	2	
20	22	1	5	15	17	--	
21	23	2	6	16	18	--	
22	24	3	7	17	19	--	
23	25	--	8	18	20	2	
24	26	5	9	19	21	--	
25	27	6	10	20	22	--	
26	1	7	11	21	23	--	
27	2	8	12	22	24	--	
1	4	12	17	6	10	--	
2	5	13	18	7	11	--	
3	6	14	19	8	12	--	
4	7	15	20	9	13	--	
5	8	16	21	10	14	--	
6	9	17	22	11	15	--	
7	10	18	23	12	16	--	
8	11	19	24	13	17	--	
9	12	20	25	14	18	--	
10	13	21	26	15	19	--	
11	14	22	27	16	20	--	
12	15	23	1	17	21	--	
13	16	24	2	18	22	--	
14	17	25	3	19	23	--	
15	18	26	4	20	24	--	
16	19	27	5	21	25	--	
17	20	1	6	22	26	--	
18	21	2	7	23	27	--	
19	22	3	8	24	1	--	
20	23	4	9	25	2	--	
21	24	5	10	26	3	--	
22	25	6	11	27	4	--	
23	26	7	12	1	5	--	
24	27	8	13	2	6	--	
25	1	9	14	3	7	--	
26	2	10	15	4	8	--	
27	3	11	16	5	9	--	
1	5	14	26	20	7	--	
2	6	15	27	21	8	--	
3	7	16	1	22	9	--	
4	8	17	2	23	10	--	
5	9	18	3	24	11	--	
6	10	19	4	25	12	--	
7	11	20	5	26	13	--	
8	12	21	6	27	14	--	
9	13	22	7	1	15	--	
10	14	23	8	2	16	--	
11	15	24	9	3	17	--	
12	16	25	10	4	18	--	
13	17	26	11	5	19	--	
14	18	27	12	6	20	--	
15	19	1	13	7	21	--	
16	20	2	14	8	22	--	
17	21	3	15	9	23	--	
18	22	4	16	10	24	--	
19	23	5	17	11	25	--	
20	24	6	18	12	26	--	
21	25	7	19	13	27	--	
22	26	8	20	14	1	--	
23	27	9	21	15	2	--	
24	1	10	22	16	3	--	
25	2	11	23	17	4	--	
26	3	12	24	18	5	--	
27	4	13	25	19	6	--	
--	2	2	2	2	2	3	
--	4	4	4	4	4	3	
