1	--	5	7	9	10	3	
2	3	6	8	10	11	--	
3	4	7	9	11	12	--	
4	5	8	10	12	13	--	
5	6	9	11	13	14	--	
6	7	10	12	14	15	--	
7	8	11	13	15	16	--	
8	9	12	14	16	17	--	
9	10	13	15	17	18	--	
10	11	14	16	18	19	--	
11	12	15	17	19	20	--	
12	13	16	18	20	21	--	
13	14	17	19	21	22	--	
14	15	18	20	22	23	--	
15	16	19	21	23	24	--	
16	17	20	22	24	25	--	
17	18	21	23	25	26	--	
18	19	22	24	26	27	--	
19	20	23	25	27	28	--	
20	21	24	26	28	29	--	
21	22	25	27	29	30	--	
22	23	26	28	30	1	--	
23	24	27	29	1	--	1	
24	25	28	30	--	3	1	
25	26	29	1	3	4	--	
26	27	30	--	4	5	1	
27	28	1	3	5	6	--	
28	29	--	4	6	7	1	
29	30	3	5	7	8	--	
30	1	4	6	8	9	--	
1	3	9	13	17	19	--	
2	--	10	14	18	20	3	
3	5	11	15	19	21	--	
4	6	12	16	20	22	--	
5	7	13	17	21	23	--	
6	8	14	18	22	24	--	
7	9	15	19	23	25	--	
8	10	16	20	24	26	--	
9	11	17	21	25	27	--	
10	12	18	22	26	28	--	
11	13	19	23	27	29	--	
12	14	20	24	28	30	--	
13	15	21	25	29	1	--	
14	16	22	26	30	2	--	
15	17	23	27	1	3	--	
16	18	24	28	2	--	2	
17	19	25	29	3	5	--	
18	20	26	30	--	6	2	
19	21	27	1	5	7	--	
20	22	28	2	6	8	--	
21	23	29	3	7	9	--	
22	24	30	--	8	10	2	
23	25	1	5	9	11	--	
24	26	2	6	10	12	--	
25	27	3	7	11	13	--	
26	28	--	8	12	14	2	
27	29	5	9	13	15	--	
28	30	6	10	14	16	--	
29	1	7	11	15	17	--	
30	2	8	12	16	18	--	
1	4	12	17	22	25	--	
2	5	13	18	23	26	--	
3	6	14	19	24	27	--	
4	7	15	20	25	28	--	
5	8	16	21	26	29	--	
6	9	17	22	27	30	--	
7	10	18	23	28	1	--	
8	11	19	24	29	2	--	
9	12	20	25	30	3	--	
10	13	21	26	1	4	--	
11	14	22	27	2	5	--	
12	15	23	28	3	6	--	
13	16	24	29	4	7	--	
14	17	25	30	5	8	--	
15	18	26	1	6	9	--	
16	19	27	2	7	10	--	
17	20	28	3	8	11	--	
18	21	29	4	9	12	--	
19	22	30	5	10	13	--	
20	23	1	6	11	14	--	
21	24	2	7	12	15	--	
22	25	3	8	13	16	--	
23	26	4	9	14	17	--	
24	27	5	10	15	18	--	
25	28	6	11	16	19	--	
26	29	7	12	17	20	--	
27	30	8	13	18	21	--	
28	1	9	14	19	22	--	
29	2	10	15	20	23	--	
30	3	11	16	21	24	--	
1	5	14	22	29	3	--	
2	6	15	23	30	4	--	
3	7	16	24	1	5	--	
4	8	17	25	2	6	--	
5	9	18	26	3	7	--	
6	10	19	27	4	8	--	
7	11	20	28	5	9	--	
8	12	21	29	6	10	--	
9	13	22	30	7	11	--	
10	14	23	1	8	12	--	
11	15	24	2	9	13	--	
12	16	25	3	10	14	--	
13	17	26	4	11	15	--	
14	18	27	5	12	16	--	
15	19	28	6	13	17	--	
16	20	29	7	14	18	--	
17	21	30	8	15	19	--	
18	22	1	9	16	20	--	
19	23	2	10	17	21	--	
20	24	3	11	18	22	--	
21	25	4	12	19	23	--	
22	26	5	13	20	24	--	
23	27	6	14	21	25	--	
24	28	7	15	22	26	--	
25	29	8	16	23	27	--	
26	30	9	17	24	28	--	
27	1	10	18	25	29	--	
28	2	11	19	26	30	--	
29	3	12	20	27	1	--	
30	4	13	21	28	2	--	
--	2	2	2	2	2	3	
--	4	4	4	4	4	3	
