2	5	1	7	9	10	11	2	13	14	17	26	3	18	19	21	24	7	29	30	8	15	5	20	22	3	4	6	13	1	10	28	29	23	7	
3	6	2	8	10	11	12	3	14	15	18	27	4	19	20	22	25	5	30	1	9	16	6	21	23	4	5	29	14	2	11	29	7	24	8	
4	7	3	9	11	12	13	4	15	16	19	28	7	20	21	23	26	6	1	2	10	17	29	22	24	5	6	1	15	3	12	30	2	25	9	
5	8	4	10	12	13	14	5	16	17	20	29	6	21	22	24	27	29	2	3	11	18	1	23	25	6	7	7	16	4	13	1	3	26	10	
6	9	5	11	13	14	15	7	17	18	21	30	29	22	23	25	28	1	3	4	12	19	2	24	26	7	8	3	17	5	14	2	4	27	11	
7	10	6	12	14	15	16	29	18	19	22	1	1	23	24	26	29	2	4	5	13	20	7	25	27	8	9	4	18	6	15	3	5	28	12	
8	11	29	13	15	16	17	1	19	20	23	2	2	24	25	27	30	3	5	6	14	21	4	26	28	9	10	5	19	7	16	4	6	29	13	
9	12	1	14	16	17	18	3	20	21	24	3	7	25	26	28	1	4	6	7	15	22	2	27	29	10	11	4	20	8	17	5	30	30	14	
10	13	2	15	17	18	19	4	21	22	25	4	30	26	27	29	2	1	7	8	16	23	7	28	30	11	12	5	21	9	18	6	1	1	15	
11	14	3	16	18	19	20	5	22	23	26	5	5	27	28	30	3	2	8	9	17	24	4	29	1	12	13	30	22	10	19	7	7	2	16	
12	15	4	17	19	20	21	30	23	24	27	6	1	28	29	1	4	3	9	10	18	25	5	30	2	13	14	2	23	11	20	8	2	3	17	
13	16	5	18	20	21	22	6	24	25	28	7	2	29	30	2	5	7	10	11	19	26	30	1	3	14	15	1	24	12	21	9	3	4	18	
14	17	30	19	21	22	23	1	25	26	29	8	3	30	1	3	6	5	11	12	20	27	3	2	4	15	16	7	25	13	22	10	4	5	19	
15	18	7	20	22	23	24	2	26	27	30	9	4	1	2	4	7	30	12	13	21	28	1	3	5	16	17	3	26	14	23	11	5	6	20	
16	19	1	21	23	24	25	4	27	28	1	10	5	2	3	5	8	3	13	14	22	29	6	4	6	17	18	7	27	15	24	12	5	7	21	
17	20	2	22	24	25	26	5	28	29	2	11	1	3	4	6	9	7	14	15	23	30	3	5	7	18	19	3	28	16	25	13	6	8	22	
18	21	3	23	25	26	27	7	29	30	3	12	2	4	5	7	10	5	15	16	24	1	1	6	8	19	20	4	29	17	26	14	1	9	23	
19	22	4	24	26	27	28	6	30	1	4	13	3	5	6	8	11	6	16	17	25	2	2	7	9	20	21	5	30	18	27	15	7	10	24	
20	23	5	25	27	28	29	1	1	2	5	14	4	6	7	9	12	4	17	18	26	3	7	8	10	21	22	6	1	19	28	16	2	11	25	
21	24	6	26	28	29	30	2	2	3	6	15	7	7	8	10	13	1	18	19	27	4	4	9	11	22	23	2	2	20	29	17	3	12	26	
22	25	7	27	29	30	1	3	3	4	7	16	6	8	9	11	14	2	19	20	28	5	5	10	12	23	24	1	3	21	30	18	4	13	27	
23	26	1	28	30	1	2	5	4	5	8	17	2	9	10	12	15	6	20	21	29	6	7	11	13	24	25	2	4	22	1	19	4	14	28	
24	27	2	29	1	2	3	7	5	6	9	18	3	10	11	13	16	4	21	22	30	7	4	12	14	25	26	1	5	23	2	20	5	15	29	
25	28	3	30	2	3	4	6	6	7	10	19	4	11	12	14	17	1	22	23	1	8	5	13	15	26	27	7	6	24	3	21	6	16	30	
26	29	4	1	3	4	5	1	7	8	11	20	7	12	13	15	18	2	23	24	2	9	6	14	16	27	28	3	7	25	4	22	1	17	1	
27	30	5	2	4	5	6	2	8	9	12	21	6	13	14	16	19	3	24	25	3	10	3	15	17	28	29	4	8	26	5	23	7	18	2	
28	1	6	3	5	6	7	3	9	10	13	22	5	14	15	17	20	7	25	26	4	11	1	16	18	29	30	5	9	27	6	24	2	19	3	
29	2	7	4	6	7	8	4	10	11	14	23	1	15	16	18	21	5	26	27	5	12	2	17	19	30	1	6	10	28	7	25	3	20	4	
30	3	7	5	7	8	9	6	11	12	15	24	5	16	17	19	22	4	27	28	6	13	3	18	20	1	2	2	11	29	8	26	1	21	5	
1	4	6	6	8	9	10	7	12	13	16	25	6	17	18	20	23	6	28	29	7	14	6	19	21	2	3	6	12	30	9	27	6	22	6	
3	9	8	13	17	19	21	9	25	27	4	14	10	8	10	16	20	14	26	28	2	22	12	6	11	5	7	13	18	12	24	13	29	15	30	
4	10	9	14	18	20	22	10	26	28	5	15	11	9	11	17	21	12	27	29	3	23	13	7	12	6	8	29	19	13	25	14	14	16	1	
5	11	10	15	19	21	23	11	27	29	6	16	14	10	12	18	22	13	28	30	4	24	29	8	13	7	9	8	20	14	26	15	9	17	2	
6	12	11	16	20	22	24	12	28	30	7	17	13	11	13	19	23	29	29	1	5	25	8	9	14	8	10	14	21	15	27	16	10	18	3	
7	13	12	17	21	23	25	14	29	1	8	18	29	12	14	20	24	8	30	2	6	26	9	10	15	9	11	10	22	16	28	17	11	19	4	
8	14	13	18	22	24	26	29	30	2	9	19	8	13	15	21	25	9	1	3	7	27	14	11	16	10	12	11	23	17	29	18	12	20	5	
