28	29	6	1	2	3	4	3	5	6	7	8	5	9	10	11	12	7	13	14	15	16	1	17	18	19	20	5	21	22	23	24	2	25	26	
29	1	7	2	3	4	5	4	6	7	8	9	1	10	11	12	13	5	14	15	16	17	2	18	19	20	21	6	22	23	24	25	3	26	27	
1	2	7	3	4	5	6	6	7	8	9	10	5	11	12	13	14	4	15	16	17	18	3	19	20	21	22	2	23	24	25	26	1	27	28	
3	5	8	7	9	11	13	9	15	17	19	21	10	23	25	27	29	14	2	4	6	8	12	10	12	14	16	13	18	20	22	24	29	26	28	
4	6	9	8	10	12	14	10	16	18	20	22	11	24	26	28	1	12	3	5	7	9	13	11	13	15	17	29	19	21	23	25	14	27	29	
5	7	10	9	11	13	15	11	17	19	21	23	14	25	27	29	2	13	4	6	8	10	29	12	14	16	18	8	20	22	24	26	9	28	1	
6	8	11	10	12	14	16	12	18	20	22	24	13	26	28	1	3	29	5	7	9	11	8	13	15	17	19	14	21	23	25	27	10	29	2	
7	9	12	11	13	15	17	14	19	21	23	25	29	27	29	2	4	8	6	8	10	12	9	14	16	18	20	10	22	24	26	28	11	1	3	
8	10	13	12	14	16	18	29	20	22	24	26	8	28	1	3	5	9	7	9	11	13	14	15	17	19	21	11	23	25	27	29	12	2	4	
9	11	29	13	15	17	19	8	21	23	25	27	9	29	2	4	6	10	8	10	12	14	11	16	18	20	22	12	24	26	28	1	13	3	5	
10	12	8	14	16	18	20	10	22	24	26	28	14	1	3	5	7	11	9	11	13	15	9	17	19	21	23	11	25	27	29	2	13	4	6	
11	13	9	15	17	19	21	11	23	25	27	29	13	2	4	6	8	8	10	12	14	16	14	18	20	22	24	12	26	28	1	3	8	5	7	
12	14	10	16	18	20	22	12	24	26	28	1	12	3	5	7	9	9	11	13	15	17	11	19	21	23	25	13	27	29	2	4	14	6	8	
13	15	11	17	19	21	23	14	25	27	29	2	8	4	6	8	10	10	12	14	16	18	12	20	22	24	26	9	28	1	3	5	9	7	9	
14	16	12	18	20	22	24	13	26	28	1	3	9	5	7	9	11	14	13	15	17	19	13	21	23	25	27	8	29	2	4	6	10	8	10	
15	17	13	19	21	23	25	8	27	29	2	4	10	6	8	10	12	12	14	16	18	20	10	22	24	26	28	14	1	3	5	7	11	9	11	
16	18	14	20	22	24	26	9	28	1	3	5	11	7	9	11	13	13	15	17	19	21	8	23	25	27	29	10	2	4	6	8	12	10	12	
17	19	8	21	23	25	27	11	29	2	4	6	12	8	10	12	14	10	16	18	20	22	13	24	26	28	1	14	3	5	7	9	12	11	13	
18	20	9	22	24	26	28	12	1	3	5	7	8	9	11	13	15	14	17	19	21	23	10	25	27	29	2	10	4	6	8	10	13	12	14	
19	21	10	23	25	27	29	14	2	4	6	8	9	10	12	14	16	12	18	20	22	24	8	26	28	1	3	11	5	7	9	11	8	13	15	
20	22	11	24	26	28	1	13	3	5	7	9	10	11	13	15	17	13	19	21	23	25	9	27	29	2	4	12	6	8	10	12	14	14	16	
21	23	12	25	27	29	2	8	4	6	8	10	11	12	14	16	18	11	20	22	24	26	14	28	1	3	5	13	7	9	11	13	9	15	17	
22	24	13	26	28	1	3	9	5	7	9	11	14	13	15	17	19	8	21	23	25	27	11	29	2	4	6	9	8	10	12	14	10	16	18	
23	25	14	27	29	2	4	10	6	8	10	12	13	14	16	18	20	9	22	24	26	28	12	1	3	5	7	8	9	11	13	15	11	17	19	
24	26	8	28	1	3	5	12	7	9	11	13	9	15	17	19	21	13	23	25	27	29	14	2	4	6	8	9	10	12	14	16	11	18	20	
25	27	9	29	2	4	6	14	8	10	12	14	10	16	18	20	22	11	24	26	28	1	11	3	5	7	9	8	11	13	15	17	12	19	21	
26	28	10	1	3	5	7	13	9	11	13	15	11	17	19	21	23	8	25	27	29	2	12	4	6	8	10	14	12	14	16	18	13	20	22	
27	29	11	2	4	6	8	8	10	12	14	16	14	18	20	22	24	9	26	28	1	3	13	5	7	9	11	10	13	15	17	19	8	21	23	
28	1	12	3	5	7	9	9	11	13	15	17	13	19	21	23	25	10	27	29	2	4	10	6	8	10	12	11	14	16	18	20	14	22	24	
29	2	13	4	6	8	10	10	12	14	16	18	12	20	22	24	26	14	28	1	3	5	8	7	9	11	13	12	15	17	19	21	9	23	25	
1	3	14	5	7	9	11	11	13	15	17	19	8	21	23	25	27	12	29	2	4	6	9	8	10	12	14	13	16	18	20	22	10	24	26	
2	4	14	6	8	10	12	13	14	16	18	20	12	22	24	26	28	11	1	3	5	7	10	9	11	13	15	9	17	19	21	23	8	25	27	
4	7	15	10	13	16	19	16	22	25	28	2	17	5	8	11	14	21	17	20	23	26	19	29	3	6	9	20	12	15	18	21	29	24	27	
5	8	16	11	14	17	20	17	23	26	29	3	18	6	9	12	15	19	18	21	24	27	20	1	4	7	10	29	13	16	19	22	21	25	28	
6	9	17	12	15	18	21	18	24	27	1	4	21	7	10	13	16	20	19	22	25	28	29	2	5	8	11	15	14	17	20	23	16	26	29	
7	10	18	13	16	19	22	19	25	28	2	5	20	8	11	14	17	29	20	23	26	29	15	3	6	9	12	21	15	18	21	24	17	27	1	
8	11	19	14	17	20	23	21	26	29	3	6	29	9	12	15	18	15	21	24	27	1	16	4	7	10	13	17	16	19	22	25	18	28	2	
9	12	20	15	18	21	24	29	27	1	4	7	15	10	13	16	19	16	22	25	28	2	21	5	8	11	14	18	17	20	23	26	19	29	3	
10	13	29	16	19	22	25	15	28	2	5	8	16	11	14	17	20	17	23	26	29	3	18	6	9	12	15	19	18	21	24	27	20	1	4	
11	14	15	17	20	23	26	17	29	3	6	9	21	12	15	18	21	18	24	27	1	4	16	7	10	13	16	18	19	22	25	28	20	2	5	
12	15	16	18	21	24	27	18	1	4	7	10	20	13	16	19	22	15	25	28	2	5	21	8	11	14	17	19	20	23	26	29	15	3	6	
13	16	17	19	22	25	28	19	2	5	8	11	19	14	17	20	23	16	26	29	3	6	18	9	12	15	18	20	21	24	27	1	21	4	7	
14	17	18	20	23	26	29	21	3	6	9	12	15	15	18	21	24	17	27	1	4	7	19	10	13	16	19	16	22	25	28	2	16	5	8	
15	18	19	21	24	27	1	20	4	7	10	13	16	16	19	22	25	21	28	2	5	8	20	11	14	17	20	15	23	26	29	3	17	6	9	
16	19	20	22	25	28	2	15	5	8	11	14	17	17	20	23	26	19	29	3	6	9	17	12	15	18	21	21	24	27	1	4	18	7	10	
17	20	21	23	26	29	3	16	6	9	12	15	18	18	21	24	27	20	1	4	7	10	15	13	16	19	22	17	25	28	2	5	19	8	11	
18	21	15	24	27	1	4	18	7	10	13	16	19	19	22	25	28	17	2	5	8	11	20	14	17	20	23	21	26	29	3	6	19	9	12	
19	22	16	25	28	2	5	19	8	11	14	17	15	20	23	26	29	21	3	6	9	12	17	15	18	21	24	17	27	1	4	7	20	10	13	
20	23	17	26	29	3	6	21	9	12	15	18	16	21	24	27	1	19	4	7	10	13	15	16	19	22	25	18	28	2	5	8	15	11	14	
21	24	18	27	1	4	7	20	10	13	16	19	17	22	25	28	2	20	5	8	11	14	16	17	20	23	26	19	29	3	6	9	21	12	15	
22	25	19	28	2	5	8	15	11	14	17	20	18	23	26	29	3	18	6	9	12	15	21	18	21	24	27	20	1	4	7	10	16	13	16	
23	26	20	29	3	6	9	16	12	15	18	21	21	24	27	1	4	15	7	10	13	16	18	19	22	25	28	16	2	5	8	11	17	14	17	
24	27	21	1	4	7	10	17	13	16	19	22	20	25	28	2	5	16	8	11	14	17	19	20	23	26	29	15	3	6	9	12	18	15	18	
25	28	15	2	5	8	11	19	14	17	20	23	16	26	29	3	6	20	9	12	15	18	21	21	24	27	1	16	4	7	10	13	18	16	19	
26	29	16	3	6	9	12	21	15	18	21	24	17	27	1	4	7	18	10	13	16	19	18	22	25	28	2	15	5	8	11	14	19	17	20	
27	1	17	4	7	10	13	20	16	19	22	25	18	28	2	5	8	15	11	14	17	20	19	23	26	29	3	21	6	9	12	15	20	18	21	
28	2	18	5	8	11	14	15	17	20	23	26	21	29	3	6	9	16	12	15	18	21	20	24	27	1	4	17	7	10	13	16	15	19	22	
29	3	19	6	9	12	15	16	18	21	24	27	20	1	4	7	10	17	13	16	19	22	17	25	28	2	5	18	8	11	14	17	21	20	23	
1	4	20	7	10	13	16	17	19	22	25	28	19	2	5	8	11	21	14	17	20	23	15	26	29	3	6	19	9	12	15	18	16	21	24	
2	5	21	8	11	14	17	18	20	23	26	29	15	3	6	9	12	19	15	18	21	24	16	27	1	4	7	20	10	13	16	19	17	22	25	
3	6	21	9	12	15	18	20	21	24	27	1	19	4	7	10	13	18	16	19	22	25	17	28	2	5	8	16	11	14	17	20	15	23	26	
5	9	22	13	17	21	25	23	29	4	8	12	24	16	20	24	28	28	3	7	11	15	26	19	23	27	2	27	6	10	14	18	29	22	26	
6	10	23	14	18	22	26	24	1	5	9	13	25	17	21	25	29	26	4	8	12	16	27	20	24	28	3	29	7	11	15	19	28	23	27	
7	11	24	15	19	23	27	25	2	6	10	14	28	18	22	26	1	27	5	9	13	17	29	21	25	29	4	22	8	12	16	20	23	24	28	
8	12	25	16	20	24	28	26	3	7	11	15	27	19	23	27	2	29	6	10	14	18	22	22	26	1	5	28	9	13	17	21	24	25	29	
9	13	26	17	21	25	29	28	4	8	12	16	29	20	24	28	3	22	7	11	15	19	23	23	27	2	6	24	10	14	18	22	25	26	1	
10	14	27	18	22	26	1	29	5	9	13	17	22	21	25	29	4	23	8	12	16	20	28	24	28	3	7	25	11	15	19	23	26	27	2	
11	15	29	19	23	27	2	22	6	10	14	18	23	22	26	1	5	24	9	13	17	21	25	25	29	4	8	26	12	16	20	24	27	28	3	
12	16	22	20	24	28	3	24	7	11	15	19	28	23	27	2	6	25	10	14	18	22	23	26	1	5	9	25	13	17	21	25	27	29	4	
13	17	23	21	25	29	4	25	8	12	16	20	27	24	28	3	7	22	11	15	19	23	28	27	2	6	10	26	14	18	22	26	22	1	5	
14	18	24	22	26	1	5	26	9	13	17	21	26	25	29	4	8	23	12	16	20	24	25	28	3	7	11	27	15	19	23	27	28	2	6	
15	19	25	23	27	2	6	28	10	14	18	22	22	26	1	5	9	24	13	17	21	25	26	29	4	8	12	23	16	20	24	28	23	3	7	
16	20	26	24	28	3	7	27	11	15	19	23	23	27	2	6	10	28	14	18	22	26	27	1	5	9	13	22	17	21	25	29	24	4	8	
17	21	27	25	29	4	8	22	12	16	20	24	24	28	3	7	11	26	15	19	23	27	24	2	6	10	14	28	18	22	26	1	25	5	9	
18	22	28	26	1	5	9	23	13	17	21	25	25	29	4	8	12	27	16	20	24	28	22	3	7	11	15	24	19	23	27	2	26	6	10	
19	23	22	27	2	6	10	25	14	18	22	26	26	1	5	9	13	24	17	21	25	29	27	4	8	12	16	28	20	24	28	3	26	7	11	
20	24	23	28	3	7	11	26	15	19	23	27	22	2	6	10	14	28	18	22	26	1	24	5	9	13	17	24	21	25	29	4	27	8	12	
21	25	24	29	4	8	12	28	16	20	24	28	23	3	7	11	15	26	19	23	27	2	22	6	10	14	18	25	22	26	1	5	22	9	13	
22	26	25	1	5	9	13	27	17	21	25	29	24	4	8	12	16	27	20	24	28	3	23	7	11	15	19	26	23	27	2	6	28	10	14	
23	27	26	2	6	10	14	22	18	22	26	1	25	5	9	13	17	25	21	25	29	4	28	8	12	16	20	27	24	28	3	7	23	11	15	
24	28	27	3	7	11	15	23	19	23	27	2	28	6	10	14	18	22	22	26	1	5	25	9	13	17	21	23	25	29	4	8	24	12	16	
25	29	28	4	8	12	16	24	20	24	28	3	27	7	11	15	19	23	23	27	2	6	26	10	14	18	22	22	26	1	5	9	25	13	17	
26	1	22	5	9	13	17	26	21	25	29	4	23	8	12	16	20	27	24	28	3	7	28	11	15	19	23	23	27	2	6	10	25	14	18	
27	2	23	6	10	14	18	28	22	26	1	5	24	9	13	17	21	25	25	29	4	8	25	12	16	20	24	22	28	3	7	11	26	15	19	
28	3	24	7	11	15	19	27	23	27	2	6	25	10	14	18	22	22	26	1	5	9	26	13	17	21	25	28	29	4	8	12	27	16	20	
29	4	25	8	12	16	20	22	24	28	3	7	28	11	15	19	23	23	27	2	6	10	27	14	18	22	26	24	1	5	9	13	22	17	21	
1	5	26	9	13	17	21	23	25	29	4	8	27	12	16	20	24	24	28	3	7	11	24	15	19	23	27	25	2	6	10	14	28	18	22	
2	6	27	10	14	18	22	24	26	1	5	9	26	13	17	21	25	28	29	4	8	12	22	16	20	24	28	26	3	7	11	15	23	19	23	
3	7	28	11	15	19	23	25	27	2	6	10	22	14	18	22	26	26	1	5	9	13	23	17	21	25	29	27	4	8	12	16	24	20	24	
4	8	28	12	16	20	24	27	28	3	7	11	26	15	19	23	27	25	2	6	10	14	24	18	22	26	1	23	5	9	13	17	22	21	25	
