1	3	5	7	9	11	13	1	3	1	7	13	9	11	1	9
2	4	6	8	10	12	14	2	4	2	8	14	10	12	2	10
2	5	11	13	3	3	1	11	5	1	3	5	7	9	11	13
1	6	12	14	4	4	2	12	6	2	4	6	8	10	12	14
5	4	1	11	13	3	3	13	11	13	1	3	13	11	5	14
6	3	2	12	14	4	4	14	12	14	2	4	14	12	6	13
11	6	6	5	11	13	4	3	13	13	7	5	1	13	9	11
12	5	5	6	12	14	3	4	14	14	8	6	2	14	10	12
13	11	2	8	5	1	1	3	1	5	5	3	2	1	12	9
14	12	1	7	6	2	2	4	2	6	6	4	1	2	11	10
3	13	11	5	9	5	11	14	1	7	1	1	5	3	7	10
4	14	12	6	10	6	12	13	2	8	2	2	6	4	8	9
4	1	13	11	6	11	5	12	14	7	9	5	10	7	3	5
3	2	14	12	5	12	6	11	13	8	10	6	9	8	4	6
13	2	3	14	12	5	14	5	12	13	11	2	7	5	1	1
14	1	4	13	11	6	13	6	11	14	12	1	8	6	2	2
11	14	4	3	13	1	5	1	5	6	11	14	3	3	13	12
12	13	3	4	14	2	6	2	6	5	12	13	4	4	14	11
6	11	14	4	4	13	11	5	3	3	13	11	6	9	5	12
5	12	13	3	3	14	12	6	4	4	14	12	5	10	6	11
1	9	7	4	5	6	4	7	9	4	1	14	11	5	11	5
2	10	8	3	6	5	3	8	10	3	2	13	12	6	12	6
9	4	9	1	3	6	6	4	7	11	11	9	14	7	12	7
10	3	10	2	4	5	5	3	8	12	12	10	13	8	11	8
7	10	6	9	7	4	6	6	2	7	3	7	13	1	1	12
8	9	5	10	8	3	5	5	1	8	4	8	14	2	2	11
3	7	9	7	1	7	4	5	5	9	12	12	10	14	8	14
4	8	10	8	2	8	3	6	6	10	11	11	9	13	7	13
5	1	7	10	9	9	7	3	6	6	3	2	12	14	4	3
6	2	8	9	10	10	8	4	5	5	4	1	11	13	3	4
6	6	4	1	1	11	9	8	2	10	8	3	5	5	4	8
5	5	3	2	2	12	10	7	1	9	7	4	6	6	3	7
3	5	2	3	7	10	13	9	8	2	9	8	4	5	5	3
4	6	1	4	8	9	14	10	7	1	10	7	3	6	6	4
7	1	2	6	3	7	10	2	10	13	10	11	11	2	13	8
8	2	1	5	4	8	9	1	9	14	9	12	12	1	14	7
10	7	4	6	5	4	8	10	4	11	9	13	1	9	7	1
9	8	3	5	6	3	7	9	3	12	10	14	2	10	8	2
1	8	14	10	12	1	10	13	8	11	6	5	5	12	14	4
2	7	13	9	11	2	9	14	7	12	5	6	6	11	13	3
7	3	8	14	2	2	11	9	13	11	14	3	3	14	2	5
8	4	7	13	1	1	12	10	14	12	13	4	4	13	1	6
13	7	5	1	14	9	12	11	9	2	6	11	13	3	3	2
14	8	6	2	13	10	11	12	10	1	5	12	14	4	4	1
10	13	7	8	7	14	9	12	11	3	7	9	7	2	8	4
9	14	8	7	8	13	10	11	12	4	8	10	8	1	7	3
11	10	13	1	9	8	2	9	11	8	13	10	11	12	10	1
12	9	14	2	10	7	1	10	12	7	14	9	12	11	9	2
11	12	10	14	8	11	8	14	9	9	3	9	2	4	5	6
12	11	9	13	7	12	7	13	10	10	4	10	1	3	6	5
9	11	12	10	14	8	13	8	14	9	14	7	7	8	13	10
10	12	11	9	13	7	14	7	13	10	13	8	8	7	14	9
14	10	12	12	2	14	7	1	7	5	1	8	10	9	9	8
13	9	11	11	1	13	8	2	8	6	2	7	9	10	10	7
7	14	9	11	12	9	2	7	4	3	5	1	4	8	9	13
8	13	10	12	11	10	1	8	3	4	6	2	3	7	10	14
