2	7	18	16	2	14	4	12	6	6	12	3	14	10	16	18	2	7	1	3	1	21	26	5	9	19	24	21	1	20	10
7	4	7	17	15	9	1	4	11	6	6	11	3	13	9	15	17	24	26	6	26	24	13	22	18	11	1	15	16	19	12
8	3	8	18	16	10	2	3	12	5	5	12	4	14	10	16	18	23	25	5	25	23	14	21	17	12	2	16	15	20	11
17	7	5	2	17	15	9	13	4	11	5	5	11	3	13	10	15	15	9	14	3	12	5	6	11	4	13	10	16	18	7
18	8	6	1	18	16	10	14	3	12	6	6	12	4	14	9	16	16	10	13	4	11	6	5	12	3	14	9	15	17	8
15	17	8	8	7	17	15	10	13	4	11	5	6	11	2	13	9	5	10	20	23	9	24	19	9	5	25	1	7	3	3
16	18	7	7	8	18	16	9	14	3	12	6	5	12	1	14	10	6	9	19	24	10	23	20	10	6	26	2	8	4	4
10	15	18	2	9	7	17	1	9	13	4	12	5	5	11	4	13	25	3	26	23	13	22	17	12	20	15	15	19	11	18
9	16	17	1	10	8	18	2	10	14	3	11	6	6	12	3	14	26	4	25	24	14	21	18	11	19	16	16	20	12	17
13	10	15	18	7	11	8	17	15	10	13	3	12	5	5	11	4	9	6	25	21	8	4	4	8	22	26	5	9	19	24
14	9	16	17	8	12	7	18	16	9	14	4	11	6	6	12	3	10	5	26	22	7	3	3	7	21	25	6	10	20	23
4	13	9	15	18	7	13	8	1	15	9	13	3	11	5	2	11	17	21	14	24	25	12	26	23	13	22	17	12	20	16
3	14	10	16	17	8	14	7	2	16	10	14	4	12	6	1	12	18	22	13	23	26	11	25	24	14	21	18	11	19	15
11	1	13	9	15	17	8	15	7	17	15	9	14	3	12	1	6	12	17	22	13	23	25	13	26	23	14	2	17	11	20
12	2	14	10	16	18	7	16	8	18	16	10	13	4	11	2	5	11	18	21	14	24	26	14	25	24	13	1	18	12	19
5	11	3	13	1	15	18	8	18	8	17	15	9	14	1	11	6	1	3	6	8	9	11	14	16	18	19	21	23	25	1
6	12	4	14	2	16	17	7	17	7	18	16	10	13	2	12	5	2	4	5	7	10	12	13	15	17	20	22	24	26	2
6	5	11	3	13	9	15	18	7	20	7	17	15	10	13	4	12	11	19	15	16	19	1	18	22	13	23	26	23	2	24
5	6	12	4	14	10	16	17	8	19	8	18	16	9	14	3	11	12	20	16	15	20	2	17	21	14	24	25	24	1	23
12	5	1	11	4	14	9	2	2	7	22	7	17	15	9	14	3	9	16	18	2	9	8	17	2	10	14	3	12	6	6
11	6	2	12	3	13	10	1	1	8	21	8	18	16	10	13	4	10	15	17	1	10	7	18	1	9	13	4	11	5	5
4	11	1	6	11	3	1	10	15	18	8	23	7	17	16	10	13	4	13	10	16	17	7	13	7	1	16	9	14	4	11
3	12	2	5	12	4	2	9	16	17	7	24	8	18	15	9	14	3	14	9	15	18	8	14	8	2	15	10	13	3	12
13	1	12	5	5	1	3	13	10	16	17	8	26	8	17	16	9	7	21	26	5	1	20	23	15	24	1	9	5	2	22
14	2	11	6	6	2	4	14	9	15	18	7	25	7	18	15	10	8	22	25	6	2	19	24	16	23	2	10	6	1	21
9	14	3	12	6	6	11	3	13	10	15	18	7	1	8	18	15	16	18	8	7	7	17	15	10	13	3	11	5	6	12
10	13	4	11	5	5	12	4	14	9	16	17	8	2	7	17	16	15	17	7	8	8	18	16	9	14	4	12	6	5	11
16	10	13	3	12	5	5	12	3	13	9	15	18	7	3	7	17	4	2	8	22	26	5	9	20	24	20	24	20	10	6
15	9	14	4	11	6	6	11	4	14	10	16	17	8	4	8	18	3	1	7	21	25	6	10	19	23	19	23	19	9	5
17	16	9	13	4	2	6	5	12	3	13	10	16	18	8	6	2	22	26	1	9	19	24	13	24	20	9	6	25	21	8
18	15	10	14	3	1	5	6	11	4	14	9	15	17	7	5	1	21	25	2	10	20	23	14	23	19	10	5	26	22	7
7	18	15	10	14	4	12	5	5	11	3	14	9	16	18	8	8	13	10	15	17	7	12	8	17	15	10	14	4	11	6
8	17	16	9	13	3	11	6	6	12	4	13	10	15	17	7	7	14	9	16	18	8	11	7	18	16	9	13	3	12	5
1	26	23	13	21	17	11	20	15	15	19	12	17	21	14	23	25	24	4	24	19	1	5	25	22	8	4	4	8	22	26
2	25	24	14	22	18	12	19	16	16	20	11	18	22	13	24	26	23	3	23	20	2	6	26	21	7	3	3	7	21	25
26	3	26	24	13	22	17	12	20	16	16	19	11	17	21	13	23	24	20	9	6	25	21	8	3	3	7	2	25	6	9
25	4	25	23	14	21	18	11	19	15	15	20	12	18	22	14	24	23	19	10	5	26	22	7	4	4	8	1	26	5	10
23	25	5	25	24	14	21	17	12	1	16	15	20	12	18	21	14	16	19	11	18	22	13	23	26	17	25	23	14	22	18
24	26	6	26	23	13	22	18	11	2	15	16	19	11	17	22	13	15	20	12	17	21	14	24	25	18	26	24	13	21	17
14	24	26	8	25	23	2	22	2	12	19	15	15	20	11	18	22	26	24	14	21	17	2	20	1	15	1	12	17	21	13
13	23	25	7	26	24	1	21	1	11	20	16	16	19	12	17	21	25	23	13	22	18	1	19	2	16	2	11	18	22	14
22	14	23	26	9	25	24	14	21	18	12	19	16	16	20	12	18	21	14	23	26	9	25	23	14	22	18	12	20	15	16
21	13	24	25	10	26	23	13	22	17	11	20	15	15	19	11	17	22	13	24	25	10	26	24	13	21	17	11	19	16	15
18	22	14	23	25	11	26	23	13	22	18	11	19	16	16	19	11	18	16	9	13	3	1	6	6	12	4	13	10	16	18
17	21	13	24	26	12	25	24	14	21	17	12	20	15	15	20	12	17	15	10	14	4	2	5	5	11	3	14	9	15	17
11	18	21	14	24	26	13	25	24	13	1	18	12	19	15	15	19	15	16	20	11	17	21	2	24	25	19	26	1	13	22
12	17	22	13	23	25	14	26	23	14	2	17	11	20	16	16	20	16	15	19	12	18	22	1	23	26	20	25	2	14	21
20	11	17	21	13	23	26	15	26	24	14	22	17	12	19	15	16	5	6	12	3	13	10	15	17	7	20	8	18	15	10
19	12	18	22	14	24	25	16	25	23	13	21	18	11	20	16	15	6	5	11	4	14	9	16	18	8	19	7	17	16	9
16	20	12	17	21	14	23	25	18	25	24	14	22	17	12	20	15	11	6	1	12	3	14	10	1	2	8	22	7	17	16
15	19	11	18	22	13	24	26	17	26	23	13	21	18	11	19	16	12	5	2	11	4	13	9	2	1	7	21	8	18	15
15	16	20	12	17	21	1	23	26	20	25	1	14	22	18	11	20	2	8	18	15	1	14	3	12	6	5	12	3	13	9
16	15	19	11	18	22	2	24	25	19	26	2	13	21	17	12	19	1	7	17	16	2	13	4	11	5	6	11	4	14	10
19	16	15	19	11	18	22	14	23	25	21	25	24	13	22	18	12	1	25	24	13	22	18	12	20	16	15	20	12	18	22
20	15	16	20	12	17	21	13	24	26	22	26	23	14	21	17	11	2	26	23	14	21	17	11	19	15	16	19	11	17	21
12	19	15	16	20	2	17	22	14	23	26	24	2	23	14	21	18	14	2	12	5	5	1	3	13	9	16	17	7	25	7
11	20	16	15	19	1	18	21	13	24	25	23	1	24	13	22	17	13	1	11	6	6	2	4	14	10	15	18	8	26	8
18	11	20	16	15	19	12	17	22	13	23	25	25	26	24	13	22	17	7	5	2	18	15	10	14	4	11	6	5	12	4
17	12	19	15	16	20	11	18	21	14	24	26	26	25	23	14	21	18	8	6	1	17	16	9	13	3	12	5	6	11	3
21	17	12	19	15	15	20	12	2	21	13	1	1	2	26	23	13	10	14	4	11	5	6	11	4	13	10	16	18	7	2
22	18	11	20	16	16	19	11	1	22	14	2	2	1	25	24	14	9	13	3	12	6	5	12	3	14	9	15	17	8	1
14	21	18	11	19	16	16	19	12	18	2	14	23	26	3	26	24	5	12	4	13	1	16	18	8	18	7	17	16	9	14
13	22	17	12	20	15	15	20	11	17	1	13	24	25	4	25	23	6	11	3	14	2	15	17	7	17	8	18	15	10	13
24	13	21	18	11	20	16	1	20	12	18	22	14	23	26	6	25	21	18	11	20	15	15	19	11	2	21	14	2	2	1
23	14	22	17	12	19	15	2	19	11	17	21	13	24	25	5	26	22	17	12	19	16	16	20	12	1	22	13	1	1	2
26	23	13	21	18	1	20	1	15	1	12	18	21	13	24	25	8	14	22	18	12	19	16	16	19	12	17	1	13	24	25
25	24	14	22	17	2	19	2	16	2	11	17	22	14	23	26	7	13	21	17	11	20	15	15	20	11	18	2	14	23	26
